"","tollgate_id","time_window","direction","volume","Friday","Monday","Saturday","Sunday","Thursday","Tuesday","Wednesday","hour__0","hour__1","hour__2","hour__3","hour__4","hour__5","hour__6","hour__7","hour__8","hour__9","hour__10","hour__11","hour__12","hour__13","hour__14","hour__15","hour__16","hour__17","hour__18","hour__19","hour__20","hour__21","hour__22","hour__23","X0","X20","X40","holiday","pressure","sea_pressure","wind_direction","wind_speed","temperature","rel_humidity","precipitation"
"2456",1,"[2016-09-26 01:20:00,2016-09-26 01:40:00)",0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1008.4,1013.3,307,1.3,24.1,83,0
"2461",1,"[2016-09-26 01:40:00,2016-09-26 02:00:00)",0,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1008.4,1013.3,307,1.3,24.1,83,0
"2465",1,"[2016-09-26 02:00:00,2016-09-26 02:20:00)",0,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1007.7,1012.6,174,1.6,28.5,57,0
"2469",1,"[2016-09-26 02:20:00,2016-09-26 02:40:00)",0,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1007.7,1012.6,174,1.6,28.5,57,0
"2473",1,"[2016-09-26 02:40:00,2016-09-26 03:00:00)",0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1007.7,1012.6,174,1.6,28.5,57,0
"2477",1,"[2016-09-26 03:00:00,2016-09-26 03:20:00)",0,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1007.7,1012.6,174,1.6,28.5,57,0
"2481",1,"[2016-09-26 03:20:00,2016-09-26 03:40:00)",0,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1007.7,1012.6,174,1.6,28.5,57,0
"2485",1,"[2016-09-26 03:40:00,2016-09-26 04:00:00)",0,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1007.7,1012.6,174,1.6,28.5,57,0
"2489",1,"[2016-09-26 04:00:00,2016-09-26 04:20:00)",0,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1007.7,1012.6,174,1.6,28.5,57,0
"2493",1,"[2016-09-26 04:20:00,2016-09-26 04:40:00)",0,13,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1007.7,1012.6,174,1.6,28.5,57,0
"2497",1,"[2016-09-26 04:40:00,2016-09-26 05:00:00)",0,13,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1007.7,1012.6,174,1.6,28.5,57,0
"2501",1,"[2016-09-26 05:00:00,2016-09-26 05:20:00)",0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1005.4,1010.3,37,4.1,30.3,56,0
"2506",1,"[2016-09-26 05:20:00,2016-09-26 05:40:00)",0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1005.4,1010.3,37,4.1,30.3,56,0
"2511",1,"[2016-09-26 05:40:00,2016-09-26 06:00:00)",0,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1005.4,1010.3,37,4.1,30.3,56,0
"2516",1,"[2016-09-26 06:00:00,2016-09-26 06:20:00)",0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1005.4,1010.3,37,4.1,30.3,56,0
"2521",1,"[2016-09-26 06:20:00,2016-09-26 06:40:00)",0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1005.4,1010.3,37,4.1,30.3,56,0
"2526",1,"[2016-09-26 06:40:00,2016-09-26 07:00:00)",0,39,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1005.4,1010.3,37,4.1,30.3,56,0
"2531",1,"[2016-09-26 07:00:00,2016-09-26 07:20:00)",0,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1005.4,1010.3,37,4.1,30.3,56,0
"2536",1,"[2016-09-26 07:20:00,2016-09-26 07:40:00)",0,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1005.4,1010.3,37,4.1,30.3,56,0
"2541",1,"[2016-09-26 07:40:00,2016-09-26 08:00:00)",0,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1005.4,1010.3,37,4.1,30.3,56,0
"2546",1,"[2016-09-26 08:00:00,2016-09-26 08:20:00)",0,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1005.6,1010.5,81,2.6,28.9,66,0
"2551",1,"[2016-09-26 08:20:00,2016-09-26 08:40:00)",0,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1005.6,1010.5,81,2.6,28.9,66,0
"2556",1,"[2016-09-26 08:40:00,2016-09-26 09:00:00)",0,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1005.6,1010.5,81,2.6,28.9,66,0
"2561",1,"[2016-09-26 09:00:00,2016-09-26 09:20:00)",0,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1005.6,1010.5,81,2.6,28.9,66,0
"2566",1,"[2016-09-26 09:20:00,2016-09-26 09:40:00)",0,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1005.6,1010.5,81,2.6,28.9,66,0
"2571",1,"[2016-09-26 09:40:00,2016-09-26 10:00:00)",0,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1005.6,1010.5,81,2.6,28.9,66,0
"2576",1,"[2016-09-26 10:00:00,2016-09-26 10:20:00)",0,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1005.6,1010.5,81,2.6,28.9,66,0
"2581",1,"[2016-09-26 10:20:00,2016-09-26 10:40:00)",0,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1005.6,1010.5,81,2.6,28.9,66,0
"2586",1,"[2016-09-26 10:40:00,2016-09-26 11:00:00)",0,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1005.6,1010.5,81,2.6,28.9,66,0
"2591",1,"[2016-09-26 11:00:00,2016-09-26 11:20:00)",0,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1007,1011.9,96,3.5,26.4,78,0
"2596",1,"[2016-09-26 11:20:00,2016-09-26 11:40:00)",0,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1007,1011.9,96,3.5,26.4,78,0
"2601",1,"[2016-09-26 11:40:00,2016-09-26 12:00:00)",0,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1007,1011.9,96,3.5,26.4,78,0
"2606",1,"[2016-09-26 12:00:00,2016-09-26 12:20:00)",0,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1007,1011.9,96,3.5,26.4,78,0
"2611",1,"[2016-09-26 12:20:00,2016-09-26 12:40:00)",0,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1007,1011.9,96,3.5,26.4,78,0
"2616",1,"[2016-09-26 12:40:00,2016-09-26 13:00:00)",0,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1007,1011.9,96,3.5,26.4,78,0
"2621",1,"[2016-09-26 13:00:00,2016-09-26 13:20:00)",0,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1007,1011.9,96,3.5,26.4,78,0
"2626",1,"[2016-09-26 13:20:00,2016-09-26 13:40:00)",0,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1007,1011.9,96,3.5,26.4,78,0
"2631",1,"[2016-09-26 13:40:00,2016-09-26 14:00:00)",0,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1007,1011.9,96,3.5,26.4,78,0
"2636",1,"[2016-09-26 14:00:00,2016-09-26 14:20:00)",0,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1007.1,1012,315,0.8,25.4,86,0
"2641",1,"[2016-09-26 14:20:00,2016-09-26 14:40:00)",0,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1007.1,1012,315,0.8,25.4,86,0
"2646",1,"[2016-09-26 14:40:00,2016-09-26 15:00:00)",0,63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1007.1,1012,315,0.8,25.4,86,0
"2651",1,"[2016-09-26 15:00:00,2016-09-26 15:20:00)",0,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1007.1,1012,315,0.8,25.4,86,0
"2656",1,"[2016-09-26 15:20:00,2016-09-26 15:40:00)",0,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1007.1,1012,315,0.8,25.4,86,0
"2661",1,"[2016-09-26 15:40:00,2016-09-26 16:00:00)",0,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1007.1,1012,315,0.8,25.4,86,0
"2666",1,"[2016-09-26 16:00:00,2016-09-26 16:20:00)",0,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1007.1,1012,315,0.8,25.4,86,0
"2671",1,"[2016-09-26 16:20:00,2016-09-26 16:40:00)",0,56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1007.1,1012,315,0.8,25.4,86,0
"2676",1,"[2016-09-26 16:40:00,2016-09-26 17:00:00)",0,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1007.1,1012,315,0.8,25.4,86,0
"2681",1,"[2016-09-26 17:00:00,2016-09-26 17:20:00)",0,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1005.7,1010.6,46,1.3,24.7,92,0
"2686",1,"[2016-09-26 17:20:00,2016-09-26 17:40:00)",0,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1005.7,1010.6,46,1.3,24.7,92,0
"2691",1,"[2016-09-26 17:40:00,2016-09-26 18:00:00)",0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1005.7,1010.6,46,1.3,24.7,92,0
"2696",1,"[2016-09-26 18:00:00,2016-09-26 18:20:00)",0,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1005.7,1010.6,46,1.3,24.7,92,0
"2701",1,"[2016-09-26 18:20:00,2016-09-26 18:40:00)",0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1005.7,1010.6,46,1.3,24.7,92,0
"2706",1,"[2016-09-26 18:40:00,2016-09-26 19:00:00)",0,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1005.7,1010.6,46,1.3,24.7,92,0
"2711",1,"[2016-09-26 19:00:00,2016-09-26 19:20:00)",0,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1005.7,1010.6,46,1.3,24.7,92,0
"2716",1,"[2016-09-26 19:20:00,2016-09-26 19:40:00)",0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1005.7,1010.6,46,1.3,24.7,92,0
"2721",1,"[2016-09-26 19:40:00,2016-09-26 20:00:00)",0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1005.7,1010.6,46,1.3,24.7,92,0
"2726",1,"[2016-09-26 20:00:00,2016-09-26 20:20:00)",0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1005.7,1010.6,87,1.5,24.9,90,0
"2731",1,"[2016-09-26 20:20:00,2016-09-26 20:40:00)",0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1005.7,1010.6,87,1.5,24.9,90,0
"2736",1,"[2016-09-26 20:40:00,2016-09-26 21:00:00)",0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1005.7,1010.6,87,1.5,24.9,90,0
"2741",1,"[2016-09-26 21:00:00,2016-09-26 21:20:00)",0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1005.7,1010.6,87,1.5,24.9,90,0
"2746",1,"[2016-09-26 21:20:00,2016-09-26 21:40:00)",0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1005.7,1010.6,87,1.5,24.9,90,0
"2751",1,"[2016-09-26 21:40:00,2016-09-26 22:00:00)",0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1005.7,1010.6,87,1.5,24.9,90,0
"2756",1,"[2016-09-26 22:00:00,2016-09-26 22:20:00)",0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1005.7,1010.6,87,1.5,24.9,90,0
"2761",1,"[2016-09-26 22:20:00,2016-09-26 22:40:00)",0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1005.7,1010.6,87,1.5,24.9,90,0
"2766",1,"[2016-09-26 22:40:00,2016-09-26 23:00:00)",0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1005.7,1010.6,87,1.5,24.9,90,0
"2771",1,"[2016-09-26 23:00:00,2016-09-26 23:20:00)",0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1008.4,1013.3,307,1.3,24.1,83,0
"2776",1,"[2016-09-26 23:20:00,2016-09-26 23:40:00)",0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1008.4,1013.3,307,1.3,24.1,83,0
"2781",1,"[2016-09-26 23:40:00,2016-09-27 00:00:00)",0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1008.4,1013.3,307,1.3,24.1,83,0
"2786",1,"[2016-09-27 00:00:00,2016-09-27 00:20:00)",0,12,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1006.9,1011.8,79,2.1,26.2,86,0
"2791",1,"[2016-09-27 00:20:00,2016-09-27 00:40:00)",0,20,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1006.9,1011.8,79,2.1,26.2,86,0
"2796",1,"[2016-09-27 00:40:00,2016-09-27 01:00:00)",0,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1006.9,1011.8,79,2.1,26.2,86,0
"2801",1,"[2016-09-27 01:00:00,2016-09-27 01:20:00)",0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1006.9,1011.8,79,2.1,26.2,86,0
"2806",1,"[2016-09-27 01:20:00,2016-09-27 01:40:00)",0,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1006.9,1011.8,79,2.1,26.2,86,0
"2811",1,"[2016-09-27 01:40:00,2016-09-27 02:00:00)",0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1006.9,1011.8,79,2.1,26.2,86,0
"2816",1,"[2016-09-27 02:00:00,2016-09-27 02:20:00)",0,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1006.3,1011.2,72,3,28.5,77,0
"2820",1,"[2016-09-27 02:20:00,2016-09-27 02:40:00)",0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1006.3,1011.2,72,3,28.5,77,0
"2824",1,"[2016-09-27 02:40:00,2016-09-27 03:00:00)",0,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1006.3,1011.2,72,3,28.5,77,0
"2828",1,"[2016-09-27 03:00:00,2016-09-27 03:20:00)",0,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1006.3,1011.2,72,3,28.5,77,0
"2832",1,"[2016-09-27 03:20:00,2016-09-27 03:40:00)",0,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1006.3,1011.2,72,3,28.5,77,0
"2836",1,"[2016-09-27 03:40:00,2016-09-27 04:00:00)",0,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1006.3,1011.2,72,3,28.5,77,0
"2840",1,"[2016-09-27 04:00:00,2016-09-27 04:20:00)",0,16,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1006.3,1011.2,72,3,28.5,77,0
"2844",1,"[2016-09-27 04:20:00,2016-09-27 04:40:00)",0,11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1006.3,1011.2,72,3,28.5,77,0
"2848",1,"[2016-09-27 04:40:00,2016-09-27 05:00:00)",0,16,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1006.3,1011.2,72,3,28.5,77,0
"2852",1,"[2016-09-27 05:00:00,2016-09-27 05:20:00)",0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1004.3,1009.2,96,3.6,31.1,63,0
"2857",1,"[2016-09-27 05:20:00,2016-09-27 05:40:00)",0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1004.3,1009.2,96,3.6,31.1,63,0
"2862",1,"[2016-09-27 05:40:00,2016-09-27 06:00:00)",0,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1004.3,1009.2,96,3.6,31.1,63,0
"2867",1,"[2016-09-27 06:00:00,2016-09-27 06:20:00)",0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1004.3,1009.2,96,3.6,31.1,63,0
"2872",1,"[2016-09-27 06:20:00,2016-09-27 06:40:00)",0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1004.3,1009.2,96,3.6,31.1,63,0
"2877",1,"[2016-09-27 06:40:00,2016-09-27 07:00:00)",0,35,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1004.3,1009.2,96,3.6,31.1,63,0
"2882",1,"[2016-09-27 07:00:00,2016-09-27 07:20:00)",0,56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1004.3,1009.2,96,3.6,31.1,63,0
"2887",1,"[2016-09-27 07:20:00,2016-09-27 07:40:00)",0,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1004.3,1009.2,96,3.6,31.1,63,0
"2892",1,"[2016-09-27 07:40:00,2016-09-27 08:00:00)",0,41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1004.3,1009.2,96,3.6,31.1,63,0
"2897",1,"[2016-09-27 08:00:00,2016-09-27 08:20:00)",0,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1004.6,1009.5,104,4.2,28.7,72,0
"2902",1,"[2016-09-27 08:20:00,2016-09-27 08:40:00)",0,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1004.6,1009.5,104,4.2,28.7,72,0
"2907",1,"[2016-09-27 08:40:00,2016-09-27 09:00:00)",0,64,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1004.6,1009.5,104,4.2,28.7,72,0
"2912",1,"[2016-09-27 09:00:00,2016-09-27 09:20:00)",0,58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1004.6,1009.5,104,4.2,28.7,72,0
"2917",1,"[2016-09-27 09:20:00,2016-09-27 09:40:00)",0,65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1004.6,1009.5,104,4.2,28.7,72,0
"2922",1,"[2016-09-27 09:40:00,2016-09-27 10:00:00)",0,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1004.6,1009.5,104,4.2,28.7,72,0
"2927",1,"[2016-09-27 10:00:00,2016-09-27 10:20:00)",0,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1004.6,1009.5,104,4.2,28.7,72,0
"2932",1,"[2016-09-27 10:20:00,2016-09-27 10:40:00)",0,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1004.6,1009.5,104,4.2,28.7,72,0
"2937",1,"[2016-09-27 10:40:00,2016-09-27 11:00:00)",0,58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1004.6,1009.5,104,4.2,28.7,72,0
"2942",1,"[2016-09-27 11:00:00,2016-09-27 11:20:00)",0,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1006.1,1011,40,3.4,27.4,85,0
"2947",1,"[2016-09-27 11:20:00,2016-09-27 11:40:00)",0,47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1006.1,1011,40,3.4,27.4,85,0
"2952",1,"[2016-09-27 11:40:00,2016-09-27 12:00:00)",0,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1006.1,1011,40,3.4,27.4,85,0
