"","tollgate_id","time_window","direction","volume","Friday","Monday","Saturday","Sunday","Thursday","Tuesday","Wednesday","hour__0","hour__1","hour__2","hour__3","hour__4","hour__5","hour__6","hour__7","hour__8","hour__9","hour__10","hour__11","hour__12","hour__13","hour__14","hour__15","hour__16","hour__17","hour__18","hour__19","hour__20","hour__21","hour__22","hour__23","X0","X20","X40","holiday","pressure","sea_pressure","wind_direction","wind_speed","temperature","rel_humidity","precipitation","1","2","3","4","5","6"
"2325",1,"[2016-09-25 16:20:00,2016-09-25 16:40:00)",1,108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1007.9,1012.8,53,1.4,24.4,85,0,96,100,109,86,105,113
"2330",1,"[2016-09-25 16:40:00,2016-09-25 17:00:00)",1,120,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1007.9,1012.8,53,1.4,24.4,85,0,96,100,109,86,105,113
"2335",1,"[2016-09-25 17:00:00,2016-09-25 17:20:00)",1,105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1007.2,1012.1,11,0.9,22.8,87,0,96,100,109,86,105,113
"2340",1,"[2016-09-25 17:20:00,2016-09-25 17:40:00)",1,104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1007.2,1012.1,11,0.9,22.8,87,0,96,100,109,86,105,113
"2345",1,"[2016-09-25 17:40:00,2016-09-25 18:00:00)",1,84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1007.2,1012.1,11,0.9,22.8,87,0,96,100,109,86,105,113
"2350",1,"[2016-09-25 18:00:00,2016-09-25 18:20:00)",1,69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1007.2,1012.1,11,0.9,22.8,87,0,86,108,120,105,104,84
"2355",1,"[2016-09-25 18:20:00,2016-09-25 18:40:00)",1,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1007.2,1012.1,11,0.9,22.8,87,0,86,108,120,105,104,84
"2360",1,"[2016-09-25 18:40:00,2016-09-25 19:00:00)",1,62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1007.2,1012.1,11,0.9,22.8,87,0,86,108,120,105,104,84
"2365",1,"[2016-09-25 19:00:00,2016-09-25 19:20:00)",1,51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1007.2,1012.1,11,0.9,22.8,87,0,86,108,120,105,104,84
"2370",1,"[2016-09-25 19:20:00,2016-09-25 19:40:00)",1,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1007.2,1012.1,11,0.9,22.8,87,0,86,108,120,105,104,84
"2375",1,"[2016-09-25 19:40:00,2016-09-25 20:00:00)",1,62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1007.2,1012.1,11,0.9,22.8,87,0,86,108,120,105,104,84
"2380",1,"[2016-09-25 20:00:00,2016-09-25 20:20:00)",1,53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1007.2,1012.1,358,0.5,21.8,93,0,69,61,62,51,52,62
"2385",1,"[2016-09-25 20:20:00,2016-09-25 20:40:00)",1,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1007.2,1012.1,358,0.5,21.8,93,0,69,61,62,51,52,62
"2390",1,"[2016-09-25 20:40:00,2016-09-25 21:00:00)",1,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1007.2,1012.1,358,0.5,21.8,93,0,69,61,62,51,52,62
"2395",1,"[2016-09-25 21:00:00,2016-09-25 21:20:00)",1,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1007.2,1012.1,358,0.5,21.8,93,0,69,61,62,51,52,62
"2400",1,"[2016-09-25 21:20:00,2016-09-25 21:40:00)",1,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1007.2,1012.1,358,0.5,21.8,93,0,69,61,62,51,52,62
"2405",1,"[2016-09-25 21:40:00,2016-09-25 22:00:00)",1,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1007.2,1012.1,358,0.5,21.8,93,0,69,61,62,51,52,62
"2410",1,"[2016-09-25 22:00:00,2016-09-25 22:20:00)",1,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1007.2,1012.1,358,0.5,21.8,93,0,53,49,44,33,33,33
"2415",1,"[2016-09-25 22:20:00,2016-09-25 22:40:00)",1,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1007.2,1012.1,358,0.5,21.8,93,0,53,49,44,33,33,33
"2420",1,"[2016-09-25 22:40:00,2016-09-25 23:00:00)",1,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1007.2,1012.1,358,0.5,21.8,93,0,53,49,44,33,33,33
"2425",1,"[2016-09-25 23:00:00,2016-09-25 23:20:00)",1,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1008.7,1013.7,195,1.1,23.4,87,0,53,49,44,33,33,33
"2430",1,"[2016-09-25 23:20:00,2016-09-25 23:40:00)",1,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1008.7,1013.7,195,1.1,23.4,87,0,53,49,44,33,33,33
"2435",1,"[2016-09-25 23:40:00,2016-09-26 00:00:00)",1,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1008.7,1013.7,195,1.1,23.4,87,0,53,49,44,33,33,33
"2440",1,"[2016-09-26 00:00:00,2016-09-26 00:20:00)",1,113,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1008.4,1013.3,307,1.3,24.1,83,0,10,17,17,17,21,15
"2444",1,"[2016-09-26 00:20:00,2016-09-26 00:40:00)",1,47,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1008.4,1013.3,307,1.3,24.1,83,0,10,17,17,17,21,15
"2449",1,"[2016-09-26 00:40:00,2016-09-26 01:00:00)",1,43,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1008.4,1013.3,307,1.3,24.1,83,0,10,17,17,17,21,15
"2453",1,"[2016-09-26 01:00:00,2016-09-26 01:20:00)",1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1008.4,1013.3,307,1.3,24.1,83,0,10,17,17,17,21,15
"2457",1,"[2016-09-26 01:20:00,2016-09-26 01:40:00)",1,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1008.4,1013.3,307,1.3,24.1,83,0,10,17,17,17,21,15
"2462",1,"[2016-09-26 01:40:00,2016-09-26 02:00:00)",1,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1008.4,1013.3,307,1.3,24.1,83,0,10,17,17,17,21,15
"2466",1,"[2016-09-26 02:00:00,2016-09-26 02:20:00)",1,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1007.7,1012.6,174,1.6,28.5,57,0,113,47,43,3,12,7
"2470",1,"[2016-09-26 02:20:00,2016-09-26 02:40:00)",1,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1007.7,1012.6,174,1.6,28.5,57,0,113,47,43,3,12,7
"2474",1,"[2016-09-26 02:40:00,2016-09-26 03:00:00)",1,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1007.7,1012.6,174,1.6,28.5,57,0,113,47,43,3,12,7
"2478",1,"[2016-09-26 03:00:00,2016-09-26 03:20:00)",1,11,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1007.7,1012.6,174,1.6,28.5,57,0,113,47,43,3,12,7
"2482",1,"[2016-09-26 03:20:00,2016-09-26 03:40:00)",1,13,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1007.7,1012.6,174,1.6,28.5,57,0,113,47,43,3,12,7
"2486",1,"[2016-09-26 03:40:00,2016-09-26 04:00:00)",1,16,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1007.7,1012.6,174,1.6,28.5,57,0,113,47,43,3,12,7
"2490",1,"[2016-09-26 04:00:00,2016-09-26 04:20:00)",1,15,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1007.7,1012.6,174,1.6,28.5,57,0,8,4,9,11,13,16
"2494",1,"[2016-09-26 04:20:00,2016-09-26 04:40:00)",1,21,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1007.7,1012.6,174,1.6,28.5,57,0,8,4,9,11,13,16
"2498",1,"[2016-09-26 04:40:00,2016-09-26 05:00:00)",1,23,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1007.7,1012.6,174,1.6,28.5,57,0,8,4,9,11,13,16
"2502",1,"[2016-09-26 05:00:00,2016-09-26 05:20:00)",1,21,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1005.4,1010.3,37,4.1,30.3,56,0,8,4,9,11,13,16
"2507",1,"[2016-09-26 05:20:00,2016-09-26 05:40:00)",1,37,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1005.4,1010.3,37,4.1,30.3,56,0,8,4,9,11,13,16
"2512",1,"[2016-09-26 05:40:00,2016-09-26 06:00:00)",1,42,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1005.4,1010.3,37,4.1,30.3,56,0,8,4,9,11,13,16
"2517",1,"[2016-09-26 06:00:00,2016-09-26 06:20:00)",1,31,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1005.4,1010.3,37,4.1,30.3,56,0,15,21,23,21,37,42
"2522",1,"[2016-09-26 06:20:00,2016-09-26 06:40:00)",1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1005.4,1010.3,37,4.1,30.3,56,0,15,21,23,21,37,42
"2527",1,"[2016-09-26 06:40:00,2016-09-26 07:00:00)",1,66,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1005.4,1010.3,37,4.1,30.3,56,0,15,21,23,21,37,42
"2532",1,"[2016-09-26 07:00:00,2016-09-26 07:20:00)",1,91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1005.4,1010.3,37,4.1,30.3,56,0,15,21,23,21,37,42
"2537",1,"[2016-09-26 07:20:00,2016-09-26 07:40:00)",1,120,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1005.4,1010.3,37,4.1,30.3,56,0,15,21,23,21,37,42
"2542",1,"[2016-09-26 07:40:00,2016-09-26 08:00:00)",1,116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1005.4,1010.3,37,4.1,30.3,56,0,15,21,23,21,37,42
"2547",1,"[2016-09-26 08:00:00,2016-09-26 08:20:00)",1,125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1005.6,1010.5,81,2.6,28.9,66,0,31,61,66,91,120,116
"2552",1,"[2016-09-26 08:20:00,2016-09-26 08:40:00)",1,91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1005.6,1010.5,81,2.6,28.9,66,0,31,61,66,91,120,116
"2557",1,"[2016-09-26 08:40:00,2016-09-26 09:00:00)",1,116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1005.6,1010.5,81,2.6,28.9,66,0,31,61,66,91,120,116
"2562",1,"[2016-09-26 09:00:00,2016-09-26 09:20:00)",1,120,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1005.6,1010.5,81,2.6,28.9,66,0,31,61,66,91,120,116
"2567",1,"[2016-09-26 09:20:00,2016-09-26 09:40:00)",1,130,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1005.6,1010.5,81,2.6,28.9,66,0,31,61,66,91,120,116
"2572",1,"[2016-09-26 09:40:00,2016-09-26 10:00:00)",1,102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1005.6,1010.5,81,2.6,28.9,66,0,31,61,66,91,120,116
"2577",1,"[2016-09-26 10:00:00,2016-09-26 10:20:00)",1,89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1005.6,1010.5,81,2.6,28.9,66,0,125,91,116,120,130,102
"2582",1,"[2016-09-26 10:20:00,2016-09-26 10:40:00)",1,105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1005.6,1010.5,81,2.6,28.9,66,0,125,91,116,120,130,102
"2587",1,"[2016-09-26 10:40:00,2016-09-26 11:00:00)",1,82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1005.6,1010.5,81,2.6,28.9,66,0,125,91,116,120,130,102
"2592",1,"[2016-09-26 11:00:00,2016-09-26 11:20:00)",1,78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1007,1011.9,96,3.5,26.4,78,0,125,91,116,120,130,102
"2597",1,"[2016-09-26 11:20:00,2016-09-26 11:40:00)",1,81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1007,1011.9,96,3.5,26.4,78,0,125,91,116,120,130,102
"2602",1,"[2016-09-26 11:40:00,2016-09-26 12:00:00)",1,72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1007,1011.9,96,3.5,26.4,78,0,125,91,116,120,130,102
"2607",1,"[2016-09-26 12:00:00,2016-09-26 12:20:00)",1,71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1007,1011.9,96,3.5,26.4,78,0,89,105,82,78,81,72
"2612",1,"[2016-09-26 12:20:00,2016-09-26 12:40:00)",1,89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1007,1011.9,96,3.5,26.4,78,0,89,105,82,78,81,72
"2617",1,"[2016-09-26 12:40:00,2016-09-26 13:00:00)",1,82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1007,1011.9,96,3.5,26.4,78,0,89,105,82,78,81,72
"2622",1,"[2016-09-26 13:00:00,2016-09-26 13:20:00)",1,87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1007,1011.9,96,3.5,26.4,78,0,89,105,82,78,81,72
"2627",1,"[2016-09-26 13:20:00,2016-09-26 13:40:00)",1,92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1007,1011.9,96,3.5,26.4,78,0,89,105,82,78,81,72
"2632",1,"[2016-09-26 13:40:00,2016-09-26 14:00:00)",1,93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1007,1011.9,96,3.5,26.4,78,0,89,105,82,78,81,72
"2637",1,"[2016-09-26 14:00:00,2016-09-26 14:20:00)",1,92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1007.1,1012,315,0.8,25.4,86,0,71,89,82,87,92,93
"2642",1,"[2016-09-26 14:20:00,2016-09-26 14:40:00)",1,108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1007.1,1012,315,0.8,25.4,86,0,71,89,82,87,92,93
"2647",1,"[2016-09-26 14:40:00,2016-09-26 15:00:00)",1,87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1007.1,1012,315,0.8,25.4,86,0,71,89,82,87,92,93
"2652",1,"[2016-09-26 15:00:00,2016-09-26 15:20:00)",1,92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1007.1,1012,315,0.8,25.4,86,0,71,89,82,87,92,93
"2657",1,"[2016-09-26 15:20:00,2016-09-26 15:40:00)",1,108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1007.1,1012,315,0.8,25.4,86,0,71,89,82,87,92,93
"2662",1,"[2016-09-26 15:40:00,2016-09-26 16:00:00)",1,83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1007.1,1012,315,0.8,25.4,86,0,71,89,82,87,92,93
"2667",1,"[2016-09-26 16:00:00,2016-09-26 16:20:00)",1,106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1007.1,1012,315,0.8,25.4,86,0,92,108,87,92,108,83
"2672",1,"[2016-09-26 16:20:00,2016-09-26 16:40:00)",1,112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1007.1,1012,315,0.8,25.4,86,0,92,108,87,92,108,83
"2677",1,"[2016-09-26 16:40:00,2016-09-26 17:00:00)",1,103,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1007.1,1012,315,0.8,25.4,86,0,92,108,87,92,108,83
"2682",1,"[2016-09-26 17:00:00,2016-09-26 17:20:00)",1,106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1005.7,1010.6,46,1.3,24.7,92,0,92,108,87,92,108,83
"2687",1,"[2016-09-26 17:20:00,2016-09-26 17:40:00)",1,112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1005.7,1010.6,46,1.3,24.7,92,0,92,108,87,92,108,83
"2692",1,"[2016-09-26 17:40:00,2016-09-26 18:00:00)",1,102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1005.7,1010.6,46,1.3,24.7,92,0,92,108,87,92,108,83
"2697",1,"[2016-09-26 18:00:00,2016-09-26 18:20:00)",1,74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1005.7,1010.6,46,1.3,24.7,92,0,106,112,103,106,112,102
"2702",1,"[2016-09-26 18:20:00,2016-09-26 18:40:00)",1,85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1005.7,1010.6,46,1.3,24.7,92,0,106,112,103,106,112,102
"2707",1,"[2016-09-26 18:40:00,2016-09-26 19:00:00)",1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1005.7,1010.6,46,1.3,24.7,92,0,106,112,103,106,112,102
"2712",1,"[2016-09-26 19:00:00,2016-09-26 19:20:00)",1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1005.7,1010.6,46,1.3,24.7,92,0,106,112,103,106,112,102
"2717",1,"[2016-09-26 19:20:00,2016-09-26 19:40:00)",1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1005.7,1010.6,46,1.3,24.7,92,0,106,112,103,106,112,102
"2722",1,"[2016-09-26 19:40:00,2016-09-26 20:00:00)",1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1005.7,1010.6,46,1.3,24.7,92,0,106,112,103,106,112,102
"2727",1,"[2016-09-26 20:00:00,2016-09-26 20:20:00)",1,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1005.7,1010.6,87,1.5,24.9,90,0,74,85,54,50,55,47
"2732",1,"[2016-09-26 20:20:00,2016-09-26 20:40:00)",1,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1005.7,1010.6,87,1.5,24.9,90,0,74,85,54,50,55,47
"2737",1,"[2016-09-26 20:40:00,2016-09-26 21:00:00)",1,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1005.7,1010.6,87,1.5,24.9,90,0,74,85,54,50,55,47
"2742",1,"[2016-09-26 21:00:00,2016-09-26 21:20:00)",1,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1005.7,1010.6,87,1.5,24.9,90,0,74,85,54,50,55,47
"2747",1,"[2016-09-26 21:20:00,2016-09-26 21:40:00)",1,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1005.7,1010.6,87,1.5,24.9,90,0,74,85,54,50,55,47
"2752",1,"[2016-09-26 21:40:00,2016-09-26 22:00:00)",1,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1005.7,1010.6,87,1.5,24.9,90,0,74,85,54,50,55,47
"2757",1,"[2016-09-26 22:00:00,2016-09-26 22:20:00)",1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1005.7,1010.6,87,1.5,24.9,90,0,33,38,32,33,32,26
"2762",1,"[2016-09-26 22:20:00,2016-09-26 22:40:00)",1,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1005.7,1010.6,87,1.5,24.9,90,0,33,38,32,33,32,26
"2767",1,"[2016-09-26 22:40:00,2016-09-26 23:00:00)",1,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1005.7,1010.6,87,1.5,24.9,90,0,33,38,32,33,32,26
"2772",1,"[2016-09-26 23:00:00,2016-09-26 23:20:00)",1,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1008.4,1013.3,307,1.3,24.1,83,0,33,38,32,33,32,26
"2777",1,"[2016-09-26 23:20:00,2016-09-26 23:40:00)",1,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1008.4,1013.3,307,1.3,24.1,83,0,33,38,32,33,32,26
"2782",1,"[2016-09-26 23:40:00,2016-09-27 00:00:00)",1,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1008.4,1013.3,307,1.3,24.1,83,0,33,38,32,33,32,26
