"","tollgate_id","time_window","direction","volume","Friday","Monday","Saturday","Sunday","Thursday","Tuesday","Wednesday","hour__0","hour__1","hour__2","hour__3","hour__4","hour__5","hour__6","hour__7","hour__8","hour__9","hour__10","hour__11","hour__12","hour__13","hour__14","hour__15","hour__16","hour__17","hour__18","hour__19","hour__20","hour__21","hour__22","hour__23","X0","X20","X40","holiday","pressure","sea_pressure","wind_direction","wind_speed","temperature","rel_humidity","precipitation","1","2","3","4","5","6","1","2","3","4","5","6"
"2562",1,"[2016-09-26 09:00:00,2016-09-26 09:20:00)",1,120,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1005.6,1010.5,81,2.6,28.9,66,0,31,61,66,91,120,116,31,61,66,91,120,116
"2567",1,"[2016-09-26 09:20:00,2016-09-26 09:40:00)",1,130,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1005.6,1010.5,81,2.6,28.9,66,0,31,61,66,91,120,116,31,61,66,91,120,116
"2572",1,"[2016-09-26 09:40:00,2016-09-26 10:00:00)",1,102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1005.6,1010.5,81,2.6,28.9,66,0,31,61,66,91,120,116,31,61,66,91,120,116
"2577",1,"[2016-09-26 10:00:00,2016-09-26 10:20:00)",1,89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1005.6,1010.5,81,2.6,28.9,66,0,125,91,116,120,130,102,125,91,116,120,130,102
"2582",1,"[2016-09-26 10:20:00,2016-09-26 10:40:00)",1,105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1005.6,1010.5,81,2.6,28.9,66,0,125,91,116,120,130,102,125,91,116,120,130,102
"2587",1,"[2016-09-26 10:40:00,2016-09-26 11:00:00)",1,82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1005.6,1010.5,81,2.6,28.9,66,0,125,91,116,120,130,102,125,91,116,120,130,102
"2592",1,"[2016-09-26 11:00:00,2016-09-26 11:20:00)",1,78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1007,1011.9,96,3.5,26.4,78,0,125,91,116,120,130,102,125,91,116,120,130,102
"2597",1,"[2016-09-26 11:20:00,2016-09-26 11:40:00)",1,81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1007,1011.9,96,3.5,26.4,78,0,125,91,116,120,130,102,125,91,116,120,130,102
"2602",1,"[2016-09-26 11:40:00,2016-09-26 12:00:00)",1,72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1007,1011.9,96,3.5,26.4,78,0,125,91,116,120,130,102,125,91,116,120,130,102
"2607",1,"[2016-09-26 12:00:00,2016-09-26 12:20:00)",1,71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1007,1011.9,96,3.5,26.4,78,0,89,105,82,78,81,72,89,105,82,78,81,72
"2612",1,"[2016-09-26 12:20:00,2016-09-26 12:40:00)",1,89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1007,1011.9,96,3.5,26.4,78,0,89,105,82,78,81,72,89,105,82,78,81,72
"2617",1,"[2016-09-26 12:40:00,2016-09-26 13:00:00)",1,82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1007,1011.9,96,3.5,26.4,78,0,89,105,82,78,81,72,89,105,82,78,81,72
"2622",1,"[2016-09-26 13:00:00,2016-09-26 13:20:00)",1,87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1007,1011.9,96,3.5,26.4,78,0,89,105,82,78,81,72,89,105,82,78,81,72
"2627",1,"[2016-09-26 13:20:00,2016-09-26 13:40:00)",1,92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1007,1011.9,96,3.5,26.4,78,0,89,105,82,78,81,72,89,105,82,78,81,72
"2632",1,"[2016-09-26 13:40:00,2016-09-26 14:00:00)",1,93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1007,1011.9,96,3.5,26.4,78,0,89,105,82,78,81,72,89,105,82,78,81,72
"2637",1,"[2016-09-26 14:00:00,2016-09-26 14:20:00)",1,92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1007.1,1012,315,0.8,25.4,86,0,71,89,82,87,92,93,71,89,82,87,92,93
"2642",1,"[2016-09-26 14:20:00,2016-09-26 14:40:00)",1,108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1007.1,1012,315,0.8,25.4,86,0,71,89,82,87,92,93,71,89,82,87,92,93
"2647",1,"[2016-09-26 14:40:00,2016-09-26 15:00:00)",1,87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1007.1,1012,315,0.8,25.4,86,0,71,89,82,87,92,93,71,89,82,87,92,93
"2652",1,"[2016-09-26 15:00:00,2016-09-26 15:20:00)",1,92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1007.1,1012,315,0.8,25.4,86,0,71,89,82,87,92,93,71,89,82,87,92,93
"2657",1,"[2016-09-26 15:20:00,2016-09-26 15:40:00)",1,108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1007.1,1012,315,0.8,25.4,86,0,71,89,82,87,92,93,71,89,82,87,92,93
"2662",1,"[2016-09-26 15:40:00,2016-09-26 16:00:00)",1,83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1007.1,1012,315,0.8,25.4,86,0,71,89,82,87,92,93,71,89,82,87,92,93
"2667",1,"[2016-09-26 16:00:00,2016-09-26 16:20:00)",1,106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1007.1,1012,315,0.8,25.4,86,0,92,108,87,92,108,83,92,108,87,92,108,83
"2672",1,"[2016-09-26 16:20:00,2016-09-26 16:40:00)",1,112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1007.1,1012,315,0.8,25.4,86,0,92,108,87,92,108,83,92,108,87,92,108,83
"2677",1,"[2016-09-26 16:40:00,2016-09-26 17:00:00)",1,103,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1007.1,1012,315,0.8,25.4,86,0,92,108,87,92,108,83,92,108,87,92,108,83
"2682",1,"[2016-09-26 17:00:00,2016-09-26 17:20:00)",1,106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1005.7,1010.6,46,1.3,24.7,92,0,92,108,87,92,108,83,92,108,87,92,108,83
"2687",1,"[2016-09-26 17:20:00,2016-09-26 17:40:00)",1,112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1005.7,1010.6,46,1.3,24.7,92,0,92,108,87,92,108,83,92,108,87,92,108,83
"2692",1,"[2016-09-26 17:40:00,2016-09-26 18:00:00)",1,102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1005.7,1010.6,46,1.3,24.7,92,0,92,108,87,92,108,83,92,108,87,92,108,83
"2697",1,"[2016-09-26 18:00:00,2016-09-26 18:20:00)",1,74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1005.7,1010.6,46,1.3,24.7,92,0,106,112,103,106,112,102,106,112,103,106,112,102
"2702",1,"[2016-09-26 18:20:00,2016-09-26 18:40:00)",1,85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1005.7,1010.6,46,1.3,24.7,92,0,106,112,103,106,112,102,106,112,103,106,112,102
"2707",1,"[2016-09-26 18:40:00,2016-09-26 19:00:00)",1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1005.7,1010.6,46,1.3,24.7,92,0,106,112,103,106,112,102,106,112,103,106,112,102
"2712",1,"[2016-09-26 19:00:00,2016-09-26 19:20:00)",1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1005.7,1010.6,46,1.3,24.7,92,0,106,112,103,106,112,102,106,112,103,106,112,102
"2717",1,"[2016-09-26 19:20:00,2016-09-26 19:40:00)",1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1005.7,1010.6,46,1.3,24.7,92,0,106,112,103,106,112,102,106,112,103,106,112,102
"2722",1,"[2016-09-26 19:40:00,2016-09-26 20:00:00)",1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1005.7,1010.6,46,1.3,24.7,92,0,106,112,103,106,112,102,106,112,103,106,112,102
"2727",1,"[2016-09-26 20:00:00,2016-09-26 20:20:00)",1,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1005.7,1010.6,87,1.5,24.9,90,0,74,85,54,50,55,47,74,85,54,50,55,47
"2732",1,"[2016-09-26 20:20:00,2016-09-26 20:40:00)",1,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1005.7,1010.6,87,1.5,24.9,90,0,74,85,54,50,55,47,74,85,54,50,55,47
"2737",1,"[2016-09-26 20:40:00,2016-09-26 21:00:00)",1,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1005.7,1010.6,87,1.5,24.9,90,0,74,85,54,50,55,47,74,85,54,50,55,47
"2742",1,"[2016-09-26 21:00:00,2016-09-26 21:20:00)",1,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1005.7,1010.6,87,1.5,24.9,90,0,74,85,54,50,55,47,74,85,54,50,55,47
"2747",1,"[2016-09-26 21:20:00,2016-09-26 21:40:00)",1,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1005.7,1010.6,87,1.5,24.9,90,0,74,85,54,50,55,47,74,85,54,50,55,47
"2752",1,"[2016-09-26 21:40:00,2016-09-26 22:00:00)",1,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1005.7,1010.6,87,1.5,24.9,90,0,74,85,54,50,55,47,74,85,54,50,55,47
"2757",1,"[2016-09-26 22:00:00,2016-09-26 22:20:00)",1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1005.7,1010.6,87,1.5,24.9,90,0,33,38,32,33,32,26,33,38,32,33,32,26
"2762",1,"[2016-09-26 22:20:00,2016-09-26 22:40:00)",1,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1005.7,1010.6,87,1.5,24.9,90,0,33,38,32,33,32,26,33,38,32,33,32,26
"2767",1,"[2016-09-26 22:40:00,2016-09-26 23:00:00)",1,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1005.7,1010.6,87,1.5,24.9,90,0,33,38,32,33,32,26,33,38,32,33,32,26
"2772",1,"[2016-09-26 23:00:00,2016-09-26 23:20:00)",1,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1008.4,1013.3,307,1.3,24.1,83,0,33,38,32,33,32,26,33,38,32,33,32,26
"2777",1,"[2016-09-26 23:20:00,2016-09-26 23:40:00)",1,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1008.4,1013.3,307,1.3,24.1,83,0,33,38,32,33,32,26,33,38,32,33,32,26
"2782",1,"[2016-09-26 23:40:00,2016-09-27 00:00:00)",1,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1008.4,1013.3,307,1.3,24.1,83,0,33,38,32,33,32,26,33,38,32,33,32,26
"2787",1,"[2016-09-27 00:00:00,2016-09-27 00:20:00)",1,128,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1006.9,1011.8,79,2.1,26.2,86,0,9,28,14,16,14,20,9,28,14,16,14,20
"2792",1,"[2016-09-27 00:20:00,2016-09-27 00:40:00)",1,78,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1006.9,1011.8,79,2.1,26.2,86,0,9,28,14,16,14,20,9,28,14,16,14,20
"2797",1,"[2016-09-27 00:40:00,2016-09-27 01:00:00)",1,40,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1006.9,1011.8,79,2.1,26.2,86,0,9,28,14,16,14,20,9,28,14,16,14,20
"2802",1,"[2016-09-27 01:00:00,2016-09-27 01:20:00)",1,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1006.9,1011.8,79,2.1,26.2,86,0,9,28,14,16,14,20,9,28,14,16,14,20
"2807",1,"[2016-09-27 01:20:00,2016-09-27 01:40:00)",1,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1006.9,1011.8,79,2.1,26.2,86,0,9,28,14,16,14,20,9,28,14,16,14,20
"2812",1,"[2016-09-27 01:40:00,2016-09-27 02:00:00)",1,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1006.9,1011.8,79,2.1,26.2,86,0,9,28,14,16,14,20,9,28,14,16,14,20
"2817",1,"[2016-09-27 02:00:00,2016-09-27 02:20:00)",1,12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1006.3,1011.2,72,3,28.5,77,0,128,78,40,6,9,10,128,78,40,6,9,10
"2821",1,"[2016-09-27 02:20:00,2016-09-27 02:40:00)",1,10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1006.3,1011.2,72,3,28.5,77,0,128,78,40,6,9,10,128,78,40,6,9,10
"2825",1,"[2016-09-27 02:40:00,2016-09-27 03:00:00)",1,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1006.3,1011.2,72,3,28.5,77,0,128,78,40,6,9,10,128,78,40,6,9,10
"2829",1,"[2016-09-27 03:00:00,2016-09-27 03:20:00)",1,10,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1006.3,1011.2,72,3,28.5,77,0,128,78,40,6,9,10,128,78,40,6,9,10
"2833",1,"[2016-09-27 03:20:00,2016-09-27 03:40:00)",1,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1006.3,1011.2,72,3,28.5,77,0,128,78,40,6,9,10,128,78,40,6,9,10
"2837",1,"[2016-09-27 03:40:00,2016-09-27 04:00:00)",1,12,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1006.3,1011.2,72,3,28.5,77,0,128,78,40,6,9,10,128,78,40,6,9,10
"2841",1,"[2016-09-27 04:00:00,2016-09-27 04:20:00)",1,19,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1006.3,1011.2,72,3,28.5,77,0,12,10,8,10,9,12,12,10,8,10,9,12
"2845",1,"[2016-09-27 04:20:00,2016-09-27 04:40:00)",1,22,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1006.3,1011.2,72,3,28.5,77,0,12,10,8,10,9,12,12,10,8,10,9,12
"2849",1,"[2016-09-27 04:40:00,2016-09-27 05:00:00)",1,19,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1006.3,1011.2,72,3,28.5,77,0,12,10,8,10,9,12,12,10,8,10,9,12
"2853",1,"[2016-09-27 05:00:00,2016-09-27 05:20:00)",1,26,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1004.3,1009.2,96,3.6,31.1,63,0,12,10,8,10,9,12,12,10,8,10,9,12
"2858",1,"[2016-09-27 05:20:00,2016-09-27 05:40:00)",1,29,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1004.3,1009.2,96,3.6,31.1,63,0,12,10,8,10,9,12,12,10,8,10,9,12
"2863",1,"[2016-09-27 05:40:00,2016-09-27 06:00:00)",1,34,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1004.3,1009.2,96,3.6,31.1,63,0,12,10,8,10,9,12,12,10,8,10,9,12
"2868",1,"[2016-09-27 06:00:00,2016-09-27 06:20:00)",1,45,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1004.3,1009.2,96,3.6,31.1,63,0,19,22,19,26,29,34,19,22,19,26,29,34
"2873",1,"[2016-09-27 06:20:00,2016-09-27 06:40:00)",1,63,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1004.3,1009.2,96,3.6,31.1,63,0,19,22,19,26,29,34,19,22,19,26,29,34
"2878",1,"[2016-09-27 06:40:00,2016-09-27 07:00:00)",1,79,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1004.3,1009.2,96,3.6,31.1,63,0,19,22,19,26,29,34,19,22,19,26,29,34
"2883",1,"[2016-09-27 07:00:00,2016-09-27 07:20:00)",1,74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1004.3,1009.2,96,3.6,31.1,63,0,19,22,19,26,29,34,19,22,19,26,29,34
"2888",1,"[2016-09-27 07:20:00,2016-09-27 07:40:00)",1,98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1004.3,1009.2,96,3.6,31.1,63,0,19,22,19,26,29,34,19,22,19,26,29,34
"2893",1,"[2016-09-27 07:40:00,2016-09-27 08:00:00)",1,113,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1004.3,1009.2,96,3.6,31.1,63,0,19,22,19,26,29,34,19,22,19,26,29,34
"2898",1,"[2016-09-27 08:00:00,2016-09-27 08:20:00)",1,118,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1004.6,1009.5,104,4.2,28.7,72,0,45,63,79,74,98,113,45,63,79,74,98,113
"2903",1,"[2016-09-27 08:20:00,2016-09-27 08:40:00)",1,116,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1004.6,1009.5,104,4.2,28.7,72,0,45,63,79,74,98,113,45,63,79,74,98,113
"2908",1,"[2016-09-27 08:40:00,2016-09-27 09:00:00)",1,125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1004.6,1009.5,104,4.2,28.7,72,0,45,63,79,74,98,113,45,63,79,74,98,113
"2913",1,"[2016-09-27 09:00:00,2016-09-27 09:20:00)",1,129,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1004.6,1009.5,104,4.2,28.7,72,0,45,63,79,74,98,113,45,63,79,74,98,113
"2918",1,"[2016-09-27 09:20:00,2016-09-27 09:40:00)",1,97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1004.6,1009.5,104,4.2,28.7,72,0,45,63,79,74,98,113,45,63,79,74,98,113
"2923",1,"[2016-09-27 09:40:00,2016-09-27 10:00:00)",1,73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1004.6,1009.5,104,4.2,28.7,72,0,45,63,79,74,98,113,45,63,79,74,98,113
"2928",1,"[2016-09-27 10:00:00,2016-09-27 10:20:00)",1,79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1004.6,1009.5,104,4.2,28.7,72,0,118,116,125,129,97,73,118,116,125,129,97,73
"2933",1,"[2016-09-27 10:20:00,2016-09-27 10:40:00)",1,89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1004.6,1009.5,104,4.2,28.7,72,0,118,116,125,129,97,73,118,116,125,129,97,73
"2938",1,"[2016-09-27 10:40:00,2016-09-27 11:00:00)",1,97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1004.6,1009.5,104,4.2,28.7,72,0,118,116,125,129,97,73,118,116,125,129,97,73
"2943",1,"[2016-09-27 11:00:00,2016-09-27 11:20:00)",1,89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1006.1,1011,40,3.4,27.4,85,0,118,116,125,129,97,73,118,116,125,129,97,73
"2948",1,"[2016-09-27 11:20:00,2016-09-27 11:40:00)",1,89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1006.1,1011,40,3.4,27.4,85,0,118,116,125,129,97,73,118,116,125,129,97,73
"2953",1,"[2016-09-27 11:40:00,2016-09-27 12:00:00)",1,74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1006.1,1011,40,3.4,27.4,85,0,118,116,125,129,97,73,118,116,125,129,97,73
"2958",1,"[2016-09-27 12:00:00,2016-09-27 12:20:00)",1,88,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1006.1,1011,40,3.4,27.4,85,0,79,89,97,89,89,74,79,89,97,89,89,74
"2963",1,"[2016-09-27 12:20:00,2016-09-27 12:40:00)",1,80,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1006.1,1011,40,3.4,27.4,85,0,79,89,97,89,89,74,79,89,97,89,89,74
"2968",1,"[2016-09-27 12:40:00,2016-09-27 13:00:00)",1,74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1006.1,1011,40,3.4,27.4,85,0,79,89,97,89,89,74,79,89,97,89,89,74
"2973",1,"[2016-09-27 13:00:00,2016-09-27 13:20:00)",1,89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1006.1,1011,40,3.4,27.4,85,0,79,89,97,89,89,74,79,89,97,89,89,74
"2978",1,"[2016-09-27 13:20:00,2016-09-27 13:40:00)",1,113,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1006.1,1011,40,3.4,27.4,85,0,79,89,97,89,89,74,79,89,97,89,89,74
"2983",1,"[2016-09-27 13:40:00,2016-09-27 14:00:00)",1,101,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1006.1,1011,40,3.4,27.4,85,0,79,89,97,89,89,74,79,89,97,89,89,74
"2988",1,"[2016-09-27 14:00:00,2016-09-27 14:20:00)",1,89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1005.2,1010.1,70,3.1,27.1,87,0,88,80,74,89,113,101,88,80,74,89,113,101
