"","tollgate_id","time_window","direction","volume","Friday","Monday","Saturday","Sunday","Thursday","Tuesday","Wednesday","hour__0","hour__1","hour__2","hour__3","hour__4","hour__5","hour__6","hour__7","hour__8","hour__9","hour__10","hour__11","hour__12","hour__13","hour__14","hour__15","hour__16","hour__17","hour__18","hour__19","hour__20","hour__21","hour__22","hour__23","X0","X20","X40","holiday","pressure","sea_pressure","wind_direction","wind_speed","temperature","rel_humidity","precipitation"
"2347",3,"[2016-09-25 17:40:00,2016-09-25 18:00:00)",0,105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1007.2,1012.1,11,0.9,22.8,87,0
"2352",3,"[2016-09-25 18:00:00,2016-09-25 18:20:00)",0,94,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1007.2,1012.1,11,0.9,22.8,87,0
"2357",3,"[2016-09-25 18:20:00,2016-09-25 18:40:00)",0,85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1007.2,1012.1,11,0.9,22.8,87,0
"2362",3,"[2016-09-25 18:40:00,2016-09-25 19:00:00)",0,78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1007.2,1012.1,11,0.9,22.8,87,0
"2367",3,"[2016-09-25 19:00:00,2016-09-25 19:20:00)",0,76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1007.2,1012.1,11,0.9,22.8,87,0
"2372",3,"[2016-09-25 19:20:00,2016-09-25 19:40:00)",0,78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1007.2,1012.1,11,0.9,22.8,87,0
"2377",3,"[2016-09-25 19:40:00,2016-09-25 20:00:00)",0,53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1007.2,1012.1,11,0.9,22.8,87,0
"2382",3,"[2016-09-25 20:00:00,2016-09-25 20:20:00)",0,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1007.2,1012.1,358,0.5,21.8,93,0
"2387",3,"[2016-09-25 20:20:00,2016-09-25 20:40:00)",0,57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1007.2,1012.1,358,0.5,21.8,93,0
"2392",3,"[2016-09-25 20:40:00,2016-09-25 21:00:00)",0,65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1007.2,1012.1,358,0.5,21.8,93,0
"2397",3,"[2016-09-25 21:00:00,2016-09-25 21:20:00)",0,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1007.2,1012.1,358,0.5,21.8,93,0
"2402",3,"[2016-09-25 21:20:00,2016-09-25 21:40:00)",0,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1007.2,1012.1,358,0.5,21.8,93,0
"2407",3,"[2016-09-25 21:40:00,2016-09-25 22:00:00)",0,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1007.2,1012.1,358,0.5,21.8,93,0
"2412",3,"[2016-09-25 22:00:00,2016-09-25 22:20:00)",0,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1007.2,1012.1,358,0.5,21.8,93,0
"2417",3,"[2016-09-25 22:20:00,2016-09-25 22:40:00)",0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1007.2,1012.1,358,0.5,21.8,93,0
"2422",3,"[2016-09-25 22:40:00,2016-09-25 23:00:00)",0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1007.2,1012.1,358,0.5,21.8,93,0
"2427",3,"[2016-09-25 23:00:00,2016-09-25 23:20:00)",0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1008.7,1013.7,195,1.1,23.4,87,0
"2432",3,"[2016-09-25 23:20:00,2016-09-25 23:40:00)",0,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1008.7,1013.7,195,1.1,23.4,87,0
"2437",3,"[2016-09-25 23:40:00,2016-09-26 00:00:00)",0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1008.7,1013.7,195,1.1,23.4,87,0
"2441",3,"[2016-09-26 00:00:00,2016-09-26 00:20:00)",0,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1008.4,1013.3,307,1.3,24.1,83,0
"2446",3,"[2016-09-26 00:20:00,2016-09-26 00:40:00)",0,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1008.4,1013.3,307,1.3,24.1,83,0
"2450",3,"[2016-09-26 00:40:00,2016-09-26 01:00:00)",0,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1008.4,1013.3,307,1.3,24.1,83,0
"2454",3,"[2016-09-26 01:00:00,2016-09-26 01:20:00)",0,21,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1008.4,1013.3,307,1.3,24.1,83,0
"2459",3,"[2016-09-26 01:20:00,2016-09-26 01:40:00)",0,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1008.4,1013.3,307,1.3,24.1,83,0
"2463",3,"[2016-09-26 01:40:00,2016-09-26 02:00:00)",0,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1008.4,1013.3,307,1.3,24.1,83,0
"2467",3,"[2016-09-26 02:00:00,2016-09-26 02:20:00)",0,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1007.7,1012.6,174,1.6,28.5,57,0
"2471",3,"[2016-09-26 02:20:00,2016-09-26 02:40:00)",0,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1007.7,1012.6,174,1.6,28.5,57,0
"2475",3,"[2016-09-26 02:40:00,2016-09-26 03:00:00)",0,22,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1007.7,1012.6,174,1.6,28.5,57,0
"2479",3,"[2016-09-26 03:00:00,2016-09-26 03:20:00)",0,11,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1007.7,1012.6,174,1.6,28.5,57,0
"2483",3,"[2016-09-26 03:20:00,2016-09-26 03:40:00)",0,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1007.7,1012.6,174,1.6,28.5,57,0
"2487",3,"[2016-09-26 03:40:00,2016-09-26 04:00:00)",0,17,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1007.7,1012.6,174,1.6,28.5,57,0
"2491",3,"[2016-09-26 04:00:00,2016-09-26 04:20:00)",0,18,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1007.7,1012.6,174,1.6,28.5,57,0
"2495",3,"[2016-09-26 04:20:00,2016-09-26 04:40:00)",0,16,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1007.7,1012.6,174,1.6,28.5,57,0
"2499",3,"[2016-09-26 04:40:00,2016-09-26 05:00:00)",0,17,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1007.7,1012.6,174,1.6,28.5,57,0
"2504",3,"[2016-09-26 05:00:00,2016-09-26 05:20:00)",0,9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1005.4,1010.3,37,4.1,30.3,56,0
"2509",3,"[2016-09-26 05:20:00,2016-09-26 05:40:00)",0,16,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1005.4,1010.3,37,4.1,30.3,56,0
"2514",3,"[2016-09-26 05:40:00,2016-09-26 06:00:00)",0,26,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1005.4,1010.3,37,4.1,30.3,56,0
"2519",3,"[2016-09-26 06:00:00,2016-09-26 06:20:00)",0,42,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1005.4,1010.3,37,4.1,30.3,56,0
"2524",3,"[2016-09-26 06:20:00,2016-09-26 06:40:00)",0,67,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1005.4,1010.3,37,4.1,30.3,56,0
"2529",3,"[2016-09-26 06:40:00,2016-09-26 07:00:00)",0,92,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1005.4,1010.3,37,4.1,30.3,56,0
"2534",3,"[2016-09-26 07:00:00,2016-09-26 07:20:00)",0,159,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1005.4,1010.3,37,4.1,30.3,56,0
"2539",3,"[2016-09-26 07:20:00,2016-09-26 07:40:00)",0,162,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1005.4,1010.3,37,4.1,30.3,56,0
"2544",3,"[2016-09-26 07:40:00,2016-09-26 08:00:00)",0,151,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1005.4,1010.3,37,4.1,30.3,56,0
"2549",3,"[2016-09-26 08:00:00,2016-09-26 08:20:00)",0,180,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1005.6,1010.5,81,2.6,28.9,66,0
"2554",3,"[2016-09-26 08:20:00,2016-09-26 08:40:00)",0,172,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1005.6,1010.5,81,2.6,28.9,66,0
"2559",3,"[2016-09-26 08:40:00,2016-09-26 09:00:00)",0,170,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1005.6,1010.5,81,2.6,28.9,66,0
"2564",3,"[2016-09-26 09:00:00,2016-09-26 09:20:00)",0,136,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1005.6,1010.5,81,2.6,28.9,66,0
"2569",3,"[2016-09-26 09:20:00,2016-09-26 09:40:00)",0,148,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1005.6,1010.5,81,2.6,28.9,66,0
"2574",3,"[2016-09-26 09:40:00,2016-09-26 10:00:00)",0,117,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1005.6,1010.5,81,2.6,28.9,66,0
"2579",3,"[2016-09-26 10:00:00,2016-09-26 10:20:00)",0,112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1005.6,1010.5,81,2.6,28.9,66,0
"2584",3,"[2016-09-26 10:20:00,2016-09-26 10:40:00)",0,105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1005.6,1010.5,81,2.6,28.9,66,0
"2589",3,"[2016-09-26 10:40:00,2016-09-26 11:00:00)",0,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1005.6,1010.5,81,2.6,28.9,66,0
"2594",3,"[2016-09-26 11:00:00,2016-09-26 11:20:00)",0,103,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1007,1011.9,96,3.5,26.4,78,0
"2599",3,"[2016-09-26 11:20:00,2016-09-26 11:40:00)",0,74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1007,1011.9,96,3.5,26.4,78,0
"2604",3,"[2016-09-26 11:40:00,2016-09-26 12:00:00)",0,112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1007,1011.9,96,3.5,26.4,78,0
"2609",3,"[2016-09-26 12:00:00,2016-09-26 12:20:00)",0,66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1007,1011.9,96,3.5,26.4,78,0
"2614",3,"[2016-09-26 12:20:00,2016-09-26 12:40:00)",0,82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1007,1011.9,96,3.5,26.4,78,0
"2619",3,"[2016-09-26 12:40:00,2016-09-26 13:00:00)",0,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1007,1011.9,96,3.5,26.4,78,0
"2624",3,"[2016-09-26 13:00:00,2016-09-26 13:20:00)",0,98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1007,1011.9,96,3.5,26.4,78,0
"2629",3,"[2016-09-26 13:20:00,2016-09-26 13:40:00)",0,117,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1007,1011.9,96,3.5,26.4,78,0
"2634",3,"[2016-09-26 13:40:00,2016-09-26 14:00:00)",0,111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1007,1011.9,96,3.5,26.4,78,0
"2639",3,"[2016-09-26 14:00:00,2016-09-26 14:20:00)",0,104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1007.1,1012,315,0.8,25.4,86,0
"2644",3,"[2016-09-26 14:20:00,2016-09-26 14:40:00)",0,146,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1007.1,1012,315,0.8,25.4,86,0
"2649",3,"[2016-09-26 14:40:00,2016-09-26 15:00:00)",0,117,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1007.1,1012,315,0.8,25.4,86,0
"2654",3,"[2016-09-26 15:00:00,2016-09-26 15:20:00)",0,97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1007.1,1012,315,0.8,25.4,86,0
"2659",3,"[2016-09-26 15:20:00,2016-09-26 15:40:00)",0,116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1007.1,1012,315,0.8,25.4,86,0
"2664",3,"[2016-09-26 15:40:00,2016-09-26 16:00:00)",0,98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1007.1,1012,315,0.8,25.4,86,0
"2669",3,"[2016-09-26 16:00:00,2016-09-26 16:20:00)",0,118,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1007.1,1012,315,0.8,25.4,86,0
"2674",3,"[2016-09-26 16:20:00,2016-09-26 16:40:00)",0,121,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1007.1,1012,315,0.8,25.4,86,0
"2679",3,"[2016-09-26 16:40:00,2016-09-26 17:00:00)",0,136,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1007.1,1012,315,0.8,25.4,86,0
"2684",3,"[2016-09-26 17:00:00,2016-09-26 17:20:00)",0,120,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1005.7,1010.6,46,1.3,24.7,92,0
"2689",3,"[2016-09-26 17:20:00,2016-09-26 17:40:00)",0,106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1005.7,1010.6,46,1.3,24.7,92,0
"2694",3,"[2016-09-26 17:40:00,2016-09-26 18:00:00)",0,101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1005.7,1010.6,46,1.3,24.7,92,0
"2699",3,"[2016-09-26 18:00:00,2016-09-26 18:20:00)",0,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1005.7,1010.6,46,1.3,24.7,92,0
"2704",3,"[2016-09-26 18:20:00,2016-09-26 18:40:00)",0,88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1005.7,1010.6,46,1.3,24.7,92,0
"2709",3,"[2016-09-26 18:40:00,2016-09-26 19:00:00)",0,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1005.7,1010.6,46,1.3,24.7,92,0
"2714",3,"[2016-09-26 19:00:00,2016-09-26 19:20:00)",0,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1005.7,1010.6,46,1.3,24.7,92,0
"2719",3,"[2016-09-26 19:20:00,2016-09-26 19:40:00)",0,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1005.7,1010.6,46,1.3,24.7,92,0
"2724",3,"[2016-09-26 19:40:00,2016-09-26 20:00:00)",0,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1005.7,1010.6,46,1.3,24.7,92,0
"2729",3,"[2016-09-26 20:00:00,2016-09-26 20:20:00)",0,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1005.7,1010.6,87,1.5,24.9,90,0
"2734",3,"[2016-09-26 20:20:00,2016-09-26 20:40:00)",0,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1005.7,1010.6,87,1.5,24.9,90,0
"2739",3,"[2016-09-26 20:40:00,2016-09-26 21:00:00)",0,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1005.7,1010.6,87,1.5,24.9,90,0
"2744",3,"[2016-09-26 21:00:00,2016-09-26 21:20:00)",0,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1005.7,1010.6,87,1.5,24.9,90,0
"2749",3,"[2016-09-26 21:20:00,2016-09-26 21:40:00)",0,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1005.7,1010.6,87,1.5,24.9,90,0
"2754",3,"[2016-09-26 21:40:00,2016-09-26 22:00:00)",0,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1005.7,1010.6,87,1.5,24.9,90,0
"2759",3,"[2016-09-26 22:00:00,2016-09-26 22:20:00)",0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1005.7,1010.6,87,1.5,24.9,90,0
"2764",3,"[2016-09-26 22:20:00,2016-09-26 22:40:00)",0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1005.7,1010.6,87,1.5,24.9,90,0
"2769",3,"[2016-09-26 22:40:00,2016-09-26 23:00:00)",0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1005.7,1010.6,87,1.5,24.9,90,0
"2774",3,"[2016-09-26 23:00:00,2016-09-26 23:20:00)",0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1008.4,1013.3,307,1.3,24.1,83,0
"2779",3,"[2016-09-26 23:20:00,2016-09-26 23:40:00)",0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1008.4,1013.3,307,1.3,24.1,83,0
"2784",3,"[2016-09-26 23:40:00,2016-09-27 00:00:00)",0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1008.4,1013.3,307,1.3,24.1,83,0
"2789",3,"[2016-09-27 00:00:00,2016-09-27 00:20:00)",0,14,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1006.9,1011.8,79,2.1,26.2,86,0
"2794",3,"[2016-09-27 00:20:00,2016-09-27 00:40:00)",0,17,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1006.9,1011.8,79,2.1,26.2,86,0
"2799",3,"[2016-09-27 00:40:00,2016-09-27 01:00:00)",0,14,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1006.9,1011.8,79,2.1,26.2,86,0
"2804",3,"[2016-09-27 01:00:00,2016-09-27 01:20:00)",0,23,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1006.9,1011.8,79,2.1,26.2,86,0
"2809",3,"[2016-09-27 01:20:00,2016-09-27 01:40:00)",0,20,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1006.9,1011.8,79,2.1,26.2,86,0
"2814",3,"[2016-09-27 01:40:00,2016-09-27 02:00:00)",0,12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1006.9,1011.8,79,2.1,26.2,86,0
"2818",3,"[2016-09-27 02:00:00,2016-09-27 02:20:00)",0,11,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1006.3,1011.2,72,3,28.5,77,0
"2822",3,"[2016-09-27 02:20:00,2016-09-27 02:40:00)",0,11,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1006.3,1011.2,72,3,28.5,77,0
"2826",3,"[2016-09-27 02:40:00,2016-09-27 03:00:00)",0,14,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1006.3,1011.2,72,3,28.5,77,0
"2830",3,"[2016-09-27 03:00:00,2016-09-27 03:20:00)",0,12,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1006.3,1011.2,72,3,28.5,77,0
"2834",3,"[2016-09-27 03:20:00,2016-09-27 03:40:00)",0,12,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1006.3,1011.2,72,3,28.5,77,0
"2838",3,"[2016-09-27 03:40:00,2016-09-27 04:00:00)",0,12,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1006.3,1011.2,72,3,28.5,77,0
