,time_window,volume,hour__6,hour__7,hour__8,hour__9,hour__15,hour__16,hour__17,hour__18
2035,"[2016-10-17 07:40:00,2016-10-17 08:00:00)",56,0,1,0,0,0,0,0,0
2036,"[2016-10-17 08:00:00,2016-10-17 08:20:00)",50,0,0,1,0,0,0,0,0
2037,"[2016-10-17 08:20:00,2016-10-17 08:40:00)",46,0,0,1,0,0,0,0,0
2038,"[2016-10-17 08:40:00,2016-10-17 09:00:00)",56,0,0,1,0,0,0,0,0
2039,"[2016-10-17 09:00:00,2016-10-17 09:20:00)",43,0,0,0,1,0,0,0,0
2040,"[2016-10-17 09:20:00,2016-10-17 09:40:00)",54,0,0,0,1,0,0,0,0
2041,"[2016-10-17 09:40:00,2016-10-17 10:00:00)",41,0,0,0,1,0,0,0,0
2084,"[2016-10-18 06:00:00,2016-10-18 06:20:00)",13,1,0,0,0,0,0,0,0
2085,"[2016-10-18 06:20:00,2016-10-18 06:40:00)",17,1,0,0,0,0,0,0,0
2086,"[2016-10-18 06:40:00,2016-10-18 07:00:00)",21,1,0,0,0,0,0,0,0
2087,"[2016-10-18 07:00:00,2016-10-18 07:20:00)",31,0,1,0,0,0,0,0,0
2088,"[2016-10-18 07:20:00,2016-10-18 07:40:00)",28,0,1,0,0,0,0,0,0
2089,"[2016-10-18 07:40:00,2016-10-18 08:00:00)",47,0,1,0,0,0,0,0,0
2096,"[2016-10-19 06:00:00,2016-10-19 06:20:00)",12,1,0,0,0,0,0,0,0
2097,"[2016-10-19 06:20:00,2016-10-19 06:40:00)",16,1,0,0,0,0,0,0,0
2098,"[2016-10-19 06:40:00,2016-10-19 07:00:00)",17,1,0,0,0,0,0,0,0
2099,"[2016-10-19 07:00:00,2016-10-19 07:20:00)",22,0,1,0,0,0,0,0,0
2100,"[2016-10-19 07:20:00,2016-10-19 07:40:00)",38,0,1,0,0,0,0,0,0
2101,"[2016-10-19 07:40:00,2016-10-19 08:00:00)",41,0,1,0,0,0,0,0,0
2108,"[2016-10-20 06:00:00,2016-10-20 06:20:00)",8,1,0,0,0,0,0,0,0
2109,"[2016-10-20 06:20:00,2016-10-20 06:40:00)",16,1,0,0,0,0,0,0,0
2110,"[2016-10-20 06:40:00,2016-10-20 07:00:00)",23,1,0,0,0,0,0,0,0
2111,"[2016-10-20 07:00:00,2016-10-20 07:20:00)",22,0,1,0,0,0,0,0,0
2112,"[2016-10-20 07:20:00,2016-10-20 07:40:00)",33,0,1,0,0,0,0,0,0
2113,"[2016-10-20 07:40:00,2016-10-20 08:00:00)",37,0,1,0,0,0,0,0,0
2120,"[2016-10-21 06:00:00,2016-10-21 06:20:00)",8,1,0,0,0,0,0,0,0
2121,"[2016-10-21 06:20:00,2016-10-21 06:40:00)",13,1,0,0,0,0,0,0,0
2122,"[2016-10-21 06:40:00,2016-10-21 07:00:00)",21,1,0,0,0,0,0,0,0
2123,"[2016-10-21 07:00:00,2016-10-21 07:20:00)",32,0,1,0,0,0,0,0,0
2124,"[2016-10-21 07:20:00,2016-10-21 07:40:00)",41,0,1,0,0,0,0,0,0
2125,"[2016-10-21 07:40:00,2016-10-21 08:00:00)",38,0,1,0,0,0,0,0,0
2132,"[2016-10-22 06:00:00,2016-10-22 06:20:00)",7,1,0,0,0,0,0,0,0
2133,"[2016-10-22 06:20:00,2016-10-22 06:40:00)",8,1,0,0,0,0,0,0,0
2134,"[2016-10-22 06:40:00,2016-10-22 07:00:00)",22,1,0,0,0,0,0,0,0
2135,"[2016-10-22 07:00:00,2016-10-22 07:20:00)",14,0,1,0,0,0,0,0,0
2136,"[2016-10-22 07:20:00,2016-10-22 07:40:00)",27,0,1,0,0,0,0,0,0
2137,"[2016-10-22 07:40:00,2016-10-22 08:00:00)",34,0,1,0,0,0,0,0,0
2144,"[2016-10-23 06:00:00,2016-10-23 06:20:00)",13,1,0,0,0,0,0,0,0
2145,"[2016-10-23 06:20:00,2016-10-23 06:40:00)",10,1,0,0,0,0,0,0,0
2146,"[2016-10-23 06:40:00,2016-10-23 07:00:00)",8,1,0,0,0,0,0,0,0
2147,"[2016-10-23 07:00:00,2016-10-23 07:20:00)",17,0,1,0,0,0,0,0,0
2148,"[2016-10-23 07:20:00,2016-10-23 07:40:00)",24,0,1,0,0,0,0,0,0
2149,"[2016-10-23 07:40:00,2016-10-23 08:00:00)",30,0,1,0,0,0,0,0,0
2156,"[2016-10-24 06:00:00,2016-10-24 06:20:00)",18,1,0,0,0,0,0,0,0
2157,"[2016-10-24 06:20:00,2016-10-24 06:40:00)",21,1,0,0,0,0,0,0,0
2158,"[2016-10-24 06:40:00,2016-10-24 07:00:00)",24,1,0,0,0,0,0,0,0
2159,"[2016-10-24 07:00:00,2016-10-24 07:20:00)",35,0,1,0,0,0,0,0,0
2160,"[2016-10-24 07:20:00,2016-10-24 07:40:00)",34,0,1,0,0,0,0,0,0
2161,"[2016-10-24 07:40:00,2016-10-24 08:00:00)",43,0,1,0,0,0,0,0,0
2186,"[2016-09-19 06:00:00,2016-09-19 06:20:00)",39,1,0,0,0,0,0,0,0
2187,"[2016-09-19 06:20:00,2016-09-19 06:40:00)",57,1,0,0,0,0,0,0,0
2188,"[2016-09-19 06:40:00,2016-09-19 07:00:00)",72,1,0,0,0,0,0,0,0
2189,"[2016-09-19 07:00:00,2016-09-19 07:20:00)",70,0,1,0,0,0,0,0,0
2190,"[2016-09-19 07:20:00,2016-09-19 07:40:00)",83,0,1,0,0,0,0,0,0
2191,"[2016-09-19 07:40:00,2016-09-19 08:00:00)",118,0,1,0,0,0,0,0,0
2192,"[2016-09-19 08:00:00,2016-09-19 08:20:00)",123,0,0,1,0,0,0,0,0
2193,"[2016-09-19 08:20:00,2016-09-19 08:40:00)",119,0,0,1,0,0,0,0,0
2194,"[2016-09-19 08:40:00,2016-09-19 09:00:00)",116,0,0,1,0,0,0,0,0
2195,"[2016-09-19 09:00:00,2016-09-19 09:20:00)",120,0,0,0,1,0,0,0,0
2196,"[2016-09-19 09:20:00,2016-09-19 09:40:00)",151,0,0,0,1,0,0,0,0
2197,"[2016-09-19 09:40:00,2016-09-19 10:00:00)",131,0,0,0,1,0,0,0,0
2258,"[2016-09-20 06:00:00,2016-09-20 06:20:00)",47,1,0,0,0,0,0,0,0
2259,"[2016-09-20 06:20:00,2016-09-20 06:40:00)",59,1,0,0,0,0,0,0,0
2260,"[2016-09-20 06:40:00,2016-09-20 07:00:00)",69,1,0,0,0,0,0,0,0
2261,"[2016-09-20 07:00:00,2016-09-20 07:20:00)",88,0,1,0,0,0,0,0,0
2262,"[2016-09-20 07:20:00,2016-09-20 07:40:00)",126,0,1,0,0,0,0,0,0
2263,"[2016-09-20 07:40:00,2016-09-20 08:00:00)",139,0,1,0,0,0,0,0,0
2264,"[2016-09-20 08:00:00,2016-09-20 08:20:00)",132,0,0,1,0,0,0,0,0
2265,"[2016-09-20 08:20:00,2016-09-20 08:40:00)",151,0,0,1,0,0,0,0,0
2266,"[2016-09-20 08:40:00,2016-09-20 09:00:00)",131,0,0,1,0,0,0,0,0
2267,"[2016-09-20 09:00:00,2016-09-20 09:20:00)",150,0,0,0,1,0,0,0,0
2268,"[2016-09-20 09:20:00,2016-09-20 09:40:00)",142,0,0,0,1,0,0,0,0
2269,"[2016-09-20 09:40:00,2016-09-20 10:00:00)",173,0,0,0,1,0,0,0,0
2330,"[2016-09-21 06:00:00,2016-09-21 06:20:00)",36,1,0,0,0,0,0,0,0
2331,"[2016-09-21 06:20:00,2016-09-21 06:40:00)",50,1,0,0,0,0,0,0,0
2332,"[2016-09-21 06:40:00,2016-09-21 07:00:00)",71,1,0,0,0,0,0,0,0
2333,"[2016-09-21 07:00:00,2016-09-21 07:20:00)",77,0,1,0,0,0,0,0,0
2334,"[2016-09-21 07:20:00,2016-09-21 07:40:00)",94,0,1,0,0,0,0,0,0
2335,"[2016-09-21 07:40:00,2016-09-21 08:00:00)",99,0,1,0,0,0,0,0,0
2336,"[2016-09-21 08:00:00,2016-09-21 08:20:00)",100,0,0,1,0,0,0,0,0
2337,"[2016-09-21 08:20:00,2016-09-21 08:40:00)",105,0,0,1,0,0,0,0,0
2338,"[2016-09-21 08:40:00,2016-09-21 09:00:00)",119,0,0,1,0,0,0,0,0
2339,"[2016-09-21 09:00:00,2016-09-21 09:20:00)",137,0,0,0,1,0,0,0,0
2340,"[2016-09-21 09:20:00,2016-09-21 09:40:00)",132,0,0,0,1,0,0,0,0
2341,"[2016-09-21 09:40:00,2016-09-21 10:00:00)",122,0,0,0,1,0,0,0,0
2402,"[2016-09-22 06:00:00,2016-09-22 06:20:00)",42,1,0,0,0,0,0,0,0
2403,"[2016-09-22 06:20:00,2016-09-22 06:40:00)",61,1,0,0,0,0,0,0,0
2404,"[2016-09-22 06:40:00,2016-09-22 07:00:00)",60,1,0,0,0,0,0,0,0
2405,"[2016-09-22 07:00:00,2016-09-22 07:20:00)",79,0,1,0,0,0,0,0,0
2406,"[2016-09-22 07:20:00,2016-09-22 07:40:00)",96,0,1,0,0,0,0,0,0
2407,"[2016-09-22 07:40:00,2016-09-22 08:00:00)",100,0,1,0,0,0,0,0,0
2408,"[2016-09-22 08:00:00,2016-09-22 08:20:00)",106,0,0,1,0,0,0,0,0
2409,"[2016-09-22 08:20:00,2016-09-22 08:40:00)",98,0,0,1,0,0,0,0,0
2410,"[2016-09-22 08:40:00,2016-09-22 09:00:00)",111,0,0,1,0,0,0,0,0
2411,"[2016-09-22 09:00:00,2016-09-22 09:20:00)",123,0,0,0,1,0,0,0,0
2412,"[2016-09-22 09:20:00,2016-09-22 09:40:00)",107,0,0,0,1,0,0,0,0
2413,"[2016-09-22 09:40:00,2016-09-22 10:00:00)",110,0,0,0,1,0,0,0,0
2474,"[2016-09-23 06:00:00,2016-09-23 06:20:00)",22,1,0,0,0,0,0,0,0
2475,"[2016-09-23 06:20:00,2016-09-23 06:40:00)",63,1,0,0,0,0,0,0,0
2476,"[2016-09-23 06:40:00,2016-09-23 07:00:00)",63,1,0,0,0,0,0,0,0
2477,"[2016-09-23 07:00:00,2016-09-23 07:20:00)",86,0,1,0,0,0,0,0,0
2478,"[2016-09-23 07:20:00,2016-09-23 07:40:00)",100,0,1,0,0,0,0,0,0
2479,"[2016-09-23 07:40:00,2016-09-23 08:00:00)",93,0,1,0,0,0,0,0,0
2480,"[2016-09-23 08:00:00,2016-09-23 08:20:00)",110,0,0,1,0,0,0,0,0
2481,"[2016-09-23 08:20:00,2016-09-23 08:40:00)",127,0,0,1,0,0,0,0,0
2482,"[2016-09-23 08:40:00,2016-09-23 09:00:00)",112,0,0,1,0,0,0,0,0
2483,"[2016-09-23 09:00:00,2016-09-23 09:20:00)",129,0,0,0,1,0,0,0,0
2484,"[2016-09-23 09:20:00,2016-09-23 09:40:00)",107,0,0,0,1,0,0,0,0
2485,"[2016-09-23 09:40:00,2016-09-23 10:00:00)",105,0,0,0,1,0,0,0,0
2546,"[2016-09-24 06:00:00,2016-09-24 06:20:00)",37,1,0,0,0,0,0,0,0
2547,"[2016-09-24 06:20:00,2016-09-24 06:40:00)",58,1,0,0,0,0,0,0,0
2548,"[2016-09-24 06:40:00,2016-09-24 07:00:00)",63,1,0,0,0,0,0,0,0
2549,"[2016-09-24 07:00:00,2016-09-24 07:20:00)",74,0,1,0,0,0,0,0,0
2550,"[2016-09-24 07:20:00,2016-09-24 07:40:00)",74,0,1,0,0,0,0,0,0
2551,"[2016-09-24 07:40:00,2016-09-24 08:00:00)",106,0,1,0,0,0,0,0,0
2552,"[2016-09-24 08:00:00,2016-09-24 08:20:00)",95,0,0,1,0,0,0,0,0
2553,"[2016-09-24 08:20:00,2016-09-24 08:40:00)",101,0,0,1,0,0,0,0,0
2554,"[2016-09-24 08:40:00,2016-09-24 09:00:00)",102,0,0,1,0,0,0,0,0
2555,"[2016-09-24 09:00:00,2016-09-24 09:20:00)",82,0,0,0,1,0,0,0,0
2556,"[2016-09-24 09:20:00,2016-09-24 09:40:00)",86,0,0,0,1,0,0,0,0
2557,"[2016-09-24 09:40:00,2016-09-24 10:00:00)",78,0,0,0,1,0,0,0,0
2618,"[2016-09-25 06:00:00,2016-09-25 06:20:00)",41,1,0,0,0,0,0,0,0
2619,"[2016-09-25 06:20:00,2016-09-25 06:40:00)",47,1,0,0,0,0,0,0,0
2620,"[2016-09-25 06:40:00,2016-09-25 07:00:00)",60,1,0,0,0,0,0,0,0
2621,"[2016-09-25 07:00:00,2016-09-25 07:20:00)",65,0,1,0,0,0,0,0,0
2622,"[2016-09-25 07:20:00,2016-09-25 07:40:00)",81,0,1,0,0,0,0,0,0
2623,"[2016-09-25 07:40:00,2016-09-25 08:00:00)",65,0,1,0,0,0,0,0,0
2624,"[2016-09-25 08:00:00,2016-09-25 08:20:00)",98,0,0,1,0,0,0,0,0
2625,"[2016-09-25 08:20:00,2016-09-25 08:40:00)",96,0,0,1,0,0,0,0,0
2626,"[2016-09-25 08:40:00,2016-09-25 09:00:00)",105,0,0,1,0,0,0,0,0
2627,"[2016-09-25 09:00:00,2016-09-25 09:20:00)",108,0,0,0,1,0,0,0,0
2628,"[2016-09-25 09:20:00,2016-09-25 09:40:00)",103,0,0,0,1,0,0,0,0
2629,"[2016-09-25 09:40:00,2016-09-25 10:00:00)",95,0,0,0,1,0,0,0,0
2690,"[2016-09-26 06:00:00,2016-09-26 06:20:00)",31,1,0,0,0,0,0,0,0
2691,"[2016-09-26 06:20:00,2016-09-26 06:40:00)",61,1,0,0,0,0,0,0,0
2692,"[2016-09-26 06:40:00,2016-09-26 07:00:00)",66,1,0,0,0,0,0,0,0
2693,"[2016-09-26 07:00:00,2016-09-26 07:20:00)",91,0,1,0,0,0,0,0,0
2694,"[2016-09-26 07:20:00,2016-09-26 07:40:00)",120,0,1,0,0,0,0,0,0
2695,"[2016-09-26 07:40:00,2016-09-26 08:00:00)",116,0,1,0,0,0,0,0,0
2696,"[2016-09-26 08:00:00,2016-09-26 08:20:00)",125,0,0,1,0,0,0,0,0
2697,"[2016-09-26 08:20:00,2016-09-26 08:40:00)",91,0,0,1,0,0,0,0,0
2698,"[2016-09-26 08:40:00,2016-09-26 09:00:00)",116,0,0,1,0,0,0,0,0
2699,"[2016-09-26 09:00:00,2016-09-26 09:20:00)",120,0,0,0,1,0,0,0,0
2700,"[2016-09-26 09:20:00,2016-09-26 09:40:00)",130,0,0,0,1,0,0,0,0
2701,"[2016-09-26 09:40:00,2016-09-26 10:00:00)",102,0,0,0,1,0,0,0,0
2762,"[2016-09-27 06:00:00,2016-09-27 06:20:00)",45,1,0,0,0,0,0,0,0
2763,"[2016-09-27 06:20:00,2016-09-27 06:40:00)",63,1,0,0,0,0,0,0,0
2764,"[2016-09-27 06:40:00,2016-09-27 07:00:00)",79,1,0,0,0,0,0,0,0
2765,"[2016-09-27 07:00:00,2016-09-27 07:20:00)",74,0,1,0,0,0,0,0,0
2766,"[2016-09-27 07:20:00,2016-09-27 07:40:00)",98,0,1,0,0,0,0,0,0
2767,"[2016-09-27 07:40:00,2016-09-27 08:00:00)",113,0,1,0,0,0,0,0,0
2768,"[2016-09-27 08:00:00,2016-09-27 08:20:00)",118,0,0,1,0,0,0,0,0
2769,"[2016-09-27 08:20:00,2016-09-27 08:40:00)",116,0,0,1,0,0,0,0,0
2770,"[2016-09-27 08:40:00,2016-09-27 09:00:00)",125,0,0,1,0,0,0,0,0
2771,"[2016-09-27 09:00:00,2016-09-27 09:20:00)",129,0,0,0,1,0,0,0,0
2772,"[2016-09-27 09:20:00,2016-09-27 09:40:00)",97,0,0,0,1,0,0,0,0
2773,"[2016-09-27 09:40:00,2016-09-27 10:00:00)",73,0,0,0,1,0,0,0,0
2834,"[2016-09-28 06:00:00,2016-09-28 06:20:00)",35,1,0,0,0,0,0,0,0
2835,"[2016-09-28 06:20:00,2016-09-28 06:40:00)",62,1,0,0,0,0,0,0,0
2836,"[2016-09-28 06:40:00,2016-09-28 07:00:00)",52,1,0,0,0,0,0,0,0
2837,"[2016-09-28 07:00:00,2016-09-28 07:20:00)",79,0,1,0,0,0,0,0,0
2838,"[2016-09-28 07:20:00,2016-09-28 07:40:00)",69,0,1,0,0,0,0,0,0
2839,"[2016-09-28 07:40:00,2016-09-28 08:00:00)",108,0,1,0,0,0,0,0,0
2840,"[2016-09-28 08:00:00,2016-09-28 08:20:00)",95,0,0,1,0,0,0,0,0
2841,"[2016-09-28 08:20:00,2016-09-28 08:40:00)",105,0,0,1,0,0,0,0,0
2842,"[2016-09-28 08:40:00,2016-09-28 09:00:00)",118,0,0,1,0,0,0,0,0
2843,"[2016-09-28 09:00:00,2016-09-28 09:20:00)",94,0,0,0,1,0,0,0,0
2844,"[2016-09-28 09:20:00,2016-09-28 09:40:00)",109,0,0,0,1,0,0,0,0
2845,"[2016-09-28 09:40:00,2016-09-28 10:00:00)",103,0,0,0,1,0,0,0,0
2906,"[2016-09-29 06:00:00,2016-09-29 06:20:00)",32,1,0,0,0,0,0,0,0
2907,"[2016-09-29 06:20:00,2016-09-29 06:40:00)",36,1,0,0,0,0,0,0,0
2908,"[2016-09-29 06:40:00,2016-09-29 07:00:00)",54,1,0,0,0,0,0,0,0
2909,"[2016-09-29 07:00:00,2016-09-29 07:20:00)",48,0,1,0,0,0,0,0,0
2910,"[2016-09-29 07:20:00,2016-09-29 07:40:00)",58,0,1,0,0,0,0,0,0
2911,"[2016-09-29 07:40:00,2016-09-29 08:00:00)",83,0,1,0,0,0,0,0,0
2912,"[2016-09-29 08:00:00,2016-09-29 08:20:00)",97,0,0,1,0,0,0,0,0
2913,"[2016-09-29 08:20:00,2016-09-29 08:40:00)",102,0,0,1,0,0,0,0,0
2914,"[2016-09-29 08:40:00,2016-09-29 09:00:00)",122,0,0,1,0,0,0,0,0
2915,"[2016-09-29 09:00:00,2016-09-29 09:20:00)",97,0,0,0,1,0,0,0,0
2916,"[2016-09-29 09:20:00,2016-09-29 09:40:00)",113,0,0,0,1,0,0,0,0
2917,"[2016-09-29 09:40:00,2016-09-29 10:00:00)",83,0,0,0,1,0,0,0,0
2978,"[2016-09-30 06:00:00,2016-09-30 06:20:00)",45,1,0,0,0,0,0,0,0
2979,"[2016-09-30 06:20:00,2016-09-30 06:40:00)",50,1,0,0,0,0,0,0,0
2980,"[2016-09-30 06:40:00,2016-09-30 07:00:00)",60,1,0,0,0,0,0,0,0
2981,"[2016-09-30 07:00:00,2016-09-30 07:20:00)",67,0,1,0,0,0,0,0,0
2982,"[2016-09-30 07:20:00,2016-09-30 07:40:00)",104,0,1,0,0,0,0,0,0
2983,"[2016-09-30 07:40:00,2016-09-30 08:00:00)",95,0,1,0,0,0,0,0,0
2984,"[2016-09-30 08:00:00,2016-09-30 08:20:00)",126,0,0,1,0,0,0,0,0
2985,"[2016-09-30 08:20:00,2016-09-30 08:40:00)",112,0,0,1,0,0,0,0,0
2986,"[2016-09-30 08:40:00,2016-09-30 09:00:00)",141,0,0,1,0,0,0,0,0
2987,"[2016-09-30 09:00:00,2016-09-30 09:20:00)",132,0,0,0,1,0,0,0,0
2988,"[2016-09-30 09:20:00,2016-09-30 09:40:00)",134,0,0,0,1,0,0,0,0
2989,"[2016-09-30 09:40:00,2016-09-30 10:00:00)",97,0,0,0,1,0,0,0,0
3048,"[2016-10-01 06:00:00,2016-10-01 06:20:00)",6,1,0,0,0,0,0,0,0
3049,"[2016-10-01 06:20:00,2016-10-01 06:40:00)",19,1,0,0,0,0,0,0,0
3050,"[2016-10-01 06:40:00,2016-10-01 07:00:00)",2,1,0,0,0,0,0,0,0
3051,"[2016-10-01 07:00:00,2016-10-01 07:20:00)",17,0,1,0,0,0,0,0,0
3052,"[2016-10-01 07:20:00,2016-10-01 07:40:00)",7,0,1,0,0,0,0,0,0
3053,"[2016-10-01 07:40:00,2016-10-01 08:00:00)",10,0,1,0,0,0,0,0,0
3054,"[2016-10-01 08:00:00,2016-10-01 08:20:00)",5,0,0,1,0,0,0,0,0
3055,"[2016-10-01 08:20:00,2016-10-01 08:40:00)",11,0,0,1,0,0,0,0,0
3056,"[2016-10-01 08:40:00,2016-10-01 09:00:00)",15,0,0,1,0,0,0,0,0
3057,"[2016-10-01 09:00:00,2016-10-01 09:20:00)",21,0,0,0,1,0,0,0,0
3058,"[2016-10-01 09:20:00,2016-10-01 09:40:00)",22,0,0,0,1,0,0,0,0
3059,"[2016-10-01 09:40:00,2016-10-01 10:00:00)",9,0,0,0,1,0,0,0,0
3120,"[2016-10-02 06:00:00,2016-10-02 06:20:00)",10,1,0,0,0,0,0,0,0
3121,"[2016-10-02 06:20:00,2016-10-02 06:40:00)",30,1,0,0,0,0,0,0,0
3122,"[2016-10-02 06:40:00,2016-10-02 07:00:00)",17,1,0,0,0,0,0,0,0
3123,"[2016-10-02 07:00:00,2016-10-02 07:20:00)",18,0,1,0,0,0,0,0,0
3124,"[2016-10-02 07:20:00,2016-10-02 07:40:00)",19,0,1,0,0,0,0,0,0
3125,"[2016-10-02 07:40:00,2016-10-02 08:00:00)",21,0,1,0,0,0,0,0,0
3126,"[2016-10-02 08:00:00,2016-10-02 08:20:00)",19,0,0,1,0,0,0,0,0
3127,"[2016-10-02 08:20:00,2016-10-02 08:40:00)",13,0,0,1,0,0,0,0,0
3128,"[2016-10-02 08:40:00,2016-10-02 09:00:00)",6,0,0,1,0,0,0,0,0
3129,"[2016-10-02 09:00:00,2016-10-02 09:20:00)",14,0,0,0,1,0,0,0,0
3130,"[2016-10-02 09:20:00,2016-10-02 09:40:00)",9,0,0,0,1,0,0,0,0
3131,"[2016-10-02 09:40:00,2016-10-02 10:00:00)",8,0,0,0,1,0,0,0,0
3550,"[2016-10-08 06:00:00,2016-10-08 06:20:00)",30,1,0,0,0,0,0,0,0
3551,"[2016-10-08 06:20:00,2016-10-08 06:40:00)",38,1,0,0,0,0,0,0,0
3552,"[2016-10-08 06:40:00,2016-10-08 07:00:00)",67,1,0,0,0,0,0,0,0
3553,"[2016-10-08 07:00:00,2016-10-08 07:20:00)",66,0,1,0,0,0,0,0,0
3554,"[2016-10-08 07:20:00,2016-10-08 07:40:00)",89,0,1,0,0,0,0,0,0
3555,"[2016-10-08 07:40:00,2016-10-08 08:00:00)",94,0,1,0,0,0,0,0,0
3556,"[2016-10-08 08:00:00,2016-10-08 08:20:00)",96,0,0,1,0,0,0,0,0
3557,"[2016-10-08 08:20:00,2016-10-08 08:40:00)",117,0,0,1,0,0,0,0,0
3558,"[2016-10-08 08:40:00,2016-10-08 09:00:00)",82,0,0,1,0,0,0,0,0
3559,"[2016-10-08 09:00:00,2016-10-08 09:20:00)",113,0,0,0,1,0,0,0,0
3560,"[2016-10-08 09:20:00,2016-10-08 09:40:00)",73,0,0,0,1,0,0,0,0
3561,"[2016-10-08 09:40:00,2016-10-08 10:00:00)",130,0,0,0,1,0,0,0,0
3622,"[2016-10-09 06:00:00,2016-10-09 06:20:00)",33,1,0,0,0,0,0,0,0
3623,"[2016-10-09 06:20:00,2016-10-09 06:40:00)",41,1,0,0,0,0,0,0,0
3624,"[2016-10-09 06:40:00,2016-10-09 07:00:00)",53,1,0,0,0,0,0,0,0
3625,"[2016-10-09 07:00:00,2016-10-09 07:20:00)",66,0,1,0,0,0,0,0,0
3626,"[2016-10-09 07:20:00,2016-10-09 07:40:00)",81,0,1,0,0,0,0,0,0
3627,"[2016-10-09 07:40:00,2016-10-09 08:00:00)",93,0,1,0,0,0,0,0,0
3628,"[2016-10-09 08:00:00,2016-10-09 08:20:00)",117,0,0,1,0,0,0,0,0
3629,"[2016-10-09 08:20:00,2016-10-09 08:40:00)",121,0,0,1,0,0,0,0,0
3630,"[2016-10-09 08:40:00,2016-10-09 09:00:00)",103,0,0,1,0,0,0,0,0
3631,"[2016-10-09 09:00:00,2016-10-09 09:20:00)",127,0,0,0,1,0,0,0,0
3632,"[2016-10-09 09:20:00,2016-10-09 09:40:00)",93,0,0,0,1,0,0,0,0
3633,"[2016-10-09 09:40:00,2016-10-09 10:00:00)",75,0,0,0,1,0,0,0,0
3694,"[2016-10-10 06:00:00,2016-10-10 06:20:00)",33,1,0,0,0,0,0,0,0
3695,"[2016-10-10 06:20:00,2016-10-10 06:40:00)",61,1,0,0,0,0,0,0,0
3696,"[2016-10-10 06:40:00,2016-10-10 07:00:00)",59,1,0,0,0,0,0,0,0
3697,"[2016-10-10 07:00:00,2016-10-10 07:20:00)",69,0,1,0,0,0,0,0,0
3698,"[2016-10-10 07:20:00,2016-10-10 07:40:00)",102,0,1,0,0,0,0,0,0
3699,"[2016-10-10 07:40:00,2016-10-10 08:00:00)",146,0,1,0,0,0,0,0,0
3700,"[2016-10-10 08:00:00,2016-10-10 08:20:00)",111,0,0,1,0,0,0,0,0
3701,"[2016-10-10 08:20:00,2016-10-10 08:40:00)",114,0,0,1,0,0,0,0,0
3702,"[2016-10-10 08:40:00,2016-10-10 09:00:00)",103,0,0,1,0,0,0,0,0
3703,"[2016-10-10 09:00:00,2016-10-10 09:20:00)",131,0,0,0,1,0,0,0,0
3704,"[2016-10-10 09:20:00,2016-10-10 09:40:00)",123,0,0,0,1,0,0,0,0
3705,"[2016-10-10 09:40:00,2016-10-10 10:00:00)",107,0,0,0,1,0,0,0,0
3766,"[2016-10-11 06:00:00,2016-10-11 06:20:00)",37,1,0,0,0,0,0,0,0
3767,"[2016-10-11 06:20:00,2016-10-11 06:40:00)",51,1,0,0,0,0,0,0,0
3768,"[2016-10-11 06:40:00,2016-10-11 07:00:00)",56,1,0,0,0,0,0,0,0
3769,"[2016-10-11 07:00:00,2016-10-11 07:20:00)",72,0,1,0,0,0,0,0,0
3770,"[2016-10-11 07:20:00,2016-10-11 07:40:00)",94,0,1,0,0,0,0,0,0
3771,"[2016-10-11 07:40:00,2016-10-11 08:00:00)",93,0,1,0,0,0,0,0,0
3772,"[2016-10-11 08:00:00,2016-10-11 08:20:00)",130,0,0,1,0,0,0,0,0
3773,"[2016-10-11 08:20:00,2016-10-11 08:40:00)",108,0,0,1,0,0,0,0,0
3774,"[2016-10-11 08:40:00,2016-10-11 09:00:00)",126,0,0,1,0,0,0,0,0
3775,"[2016-10-11 09:00:00,2016-10-11 09:20:00)",129,0,0,0,1,0,0,0,0
3776,"[2016-10-11 09:20:00,2016-10-11 09:40:00)",108,0,0,0,1,0,0,0,0
3777,"[2016-10-11 09:40:00,2016-10-11 10:00:00)",123,0,0,0,1,0,0,0,0
3838,"[2016-10-12 06:00:00,2016-10-12 06:20:00)",38,1,0,0,0,0,0,0,0
3839,"[2016-10-12 06:20:00,2016-10-12 06:40:00)",47,1,0,0,0,0,0,0,0
3840,"[2016-10-12 06:40:00,2016-10-12 07:00:00)",67,1,0,0,0,0,0,0,0
3841,"[2016-10-12 07:00:00,2016-10-12 07:20:00)",80,0,1,0,0,0,0,0,0
3842,"[2016-10-12 07:20:00,2016-10-12 07:40:00)",82,0,1,0,0,0,0,0,0
3843,"[2016-10-12 07:40:00,2016-10-12 08:00:00)",103,0,1,0,0,0,0,0,0
3844,"[2016-10-12 08:00:00,2016-10-12 08:20:00)",114,0,0,1,0,0,0,0,0
3845,"[2016-10-12 08:20:00,2016-10-12 08:40:00)",111,0,0,1,0,0,0,0,0
3846,"[2016-10-12 08:40:00,2016-10-12 09:00:00)",109,0,0,1,0,0,0,0,0
3847,"[2016-10-12 09:00:00,2016-10-12 09:20:00)",122,0,0,0,1,0,0,0,0
3848,"[2016-10-12 09:20:00,2016-10-12 09:40:00)",116,0,0,0,1,0,0,0,0
3849,"[2016-10-12 09:40:00,2016-10-12 10:00:00)",100,0,0,0,1,0,0,0,0
3910,"[2016-10-13 06:00:00,2016-10-13 06:20:00)",39,1,0,0,0,0,0,0,0
3911,"[2016-10-13 06:20:00,2016-10-13 06:40:00)",46,1,0,0,0,0,0,0,0
